sitio,tra.par,fecha,semana,no.esp.p,codigo.p,genero.p,especie.p,no.ind,no.flores.ind.1,no.flores.ind.2,no.flores.ind.3,no.flores.ind.4,no.flores.ind.5,no.flores.ind.6,no.flores.ind.7,no.flores.ind.8,no.flores.ind.9,no.flores.ind.10,no.flores.ind.11,no.flores.ind.12,no.flores.ind.13,no.flores.ind.14,flores.herb,flores.tot,realizador,comentarios
V11,64,2008-10-16,2,p0026,alo.gra,Aloyssia ,gratissima ,1,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,Erica Stevani,
V11,64,2008-10-16,2,p0059,des.sp1,.,.,1,27,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,Leo,
V11,64,2008-10-16,2,die.le,die.le,.,.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Erica Stevani,
V11,64,2008-10-16,2,p0057,ero.cic,Erodium ,cicatarium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,7,Leo,
V11,64,2008-10-16,2,p0057,ero.cic,Erodium ,cicatarium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,Jimena Dorado,
V11,64,2008-10-16,2,p0102,lap.red,.,.,3,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,3,Jimena Dorado,
V11,64,2008-10-16,2,p0066,pha.art,.,.,22,2,1,1,1,6,6,3,1,1,1,.,.,.,.,.,51,Jimena Dorado,
V11,64,2008-10-16,2,p0079,pol.ste,.,.,1,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,Jimena Dorado,
V11,64,2008-10-16,2,p0054,sph.min,Spharealcea,miniata,4,1,20,11,1,.,.,.,.,.,.,.,.,.,.,.,33,Leo,
V11,64,2008-10-16,2,p0054,sph.min,Spharealcea,miniata,5,2,1,4,7,6,.,.,.,.,.,.,.,.,.,.,20,Erica Stevani,
V11,66,2008-10-16,2,p0019,aca.ser,Acantholippia ,seriphioides ,2,60,36,.,.,.,.,.,.,.,.,.,.,.,.,.,96,Erica Stevani,
V11,66,2008-10-16,2,p0054,sph.min,Spharealcea,miniata,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Leo,
V11,T1,2008-10-16,2,p0046,arj.lon,Arjona,longifolia,2,12,4,.,.,.,.,.,.,.,.,.,.,.,.,.,16,Erica Stevani,
V11,T1,2008-10-16,2,p0057,ero.cic,Erodium ,cicatarium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,Erica Stevani,
V11,T1,2008-10-16,2,p0079,pol.ste,.,.,240,10,40,85,36,.,.,.,.,.,.,.,.,.,.,.,10260,Erica Stevani,se tomÃ³ de misma fecha el nÃºmero de flores
V11,T1,2008-10-16,2,p0054,sph.min,Spharealcea,miniata,3,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,3,Erica Stevani,
V11,T1,2008-10-16,2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,17,Erica Stevani,
V11,T2,2008-10-16,2,p0019,aca.ser,Acantholippia ,seriphioides ,3,5,10,10,.,.,.,.,.,.,.,.,.,.,.,.,25,Natacha Chacoff,
V11,T2,2008-10-16,2,p0026,alo.gra,Aloyssia ,gratissima ,2,190,20,.,.,.,.,.,.,.,.,.,.,.,.,.,210,Natacha Chacoff,
V11,T2,2008-10-16,2,p0048,fab.pec,Fabiana ,peckii,1,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Natacha Chacoff,
V11,T2,2008-10-16,2,p0002,jun.asp,Junellia ,aspera ,2,10,60,.,.,.,.,.,.,.,.,.,.,.,.,.,70,Natacha Chacoff,
V11,T2,2008-10-16,2,p0051,mon.aph,Monttea ,aphylla ,2,10,40,.,.,.,.,.,.,.,.,.,.,.,.,.,50,Natacha Chacoff,
V11,T2,2008-10-16,2,p0054,sph.min,Spharealcea,miniata,3,3,7,5,.,.,.,.,.,.,.,.,.,.,.,.,15,Natacha Chacoff,
V11,T2,2008-10-16,2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,9,Natacha Chacoff,
V12,67,2008-10-16,2,p0019,aca.ser,Acantholippia ,seriphioides ,1,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Jimena Dorado,
V12,67,2008-10-16,2,p0019,aca.ser,Acantholippia ,seriphioides ,5,10,10,30,10,20,.,.,.,.,.,.,.,.,.,.,80,Natacha Chacoff,
V12,67,2008-10-16,2,p0046,arj.lon,Arjona,longifolia,1,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,Jimena Dorado,
V12,67,2008-10-16,2,p0046,arj.lon,Arjona,longifolia,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,40,Natacha Chacoff,
V12,67,2008-10-16,2,p0057,ero.cic,Erodium ,cicatarium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,12,Jimena Dorado,
V12,67,2008-10-16,2,p0057,ero.cic,Erodium ,cicatarium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,8,Natacha Chacoff,
V12,67,2008-10-16,2,p0085,med.lup,.,.,3,1,2,1,.,.,.,.,.,.,.,.,.,.,.,.,4,Jimena Dorado,
V12,67,2008-10-16,2,p0066,pha.art,.,.,2,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,4,Jimena Dorado,
V12,67,2008-10-16,2,p0072,pla.pat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,280,280,Natacha Chacoff,40floresxinflo
V12,67,2008-10-16,2,p0072,pla.pat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,510,510,Jimena Dorado,
V12,67,2008-10-16,2,p0021,sch.fas,Schinus,aff. fasciculata ,1,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,Jimena Dorado,
V12,67,2008-10-16,2,p0069,sen.gil,.,.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Jimena Dorado,
V12,67,2008-10-16,2,spergula,spergula,.,.,71,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,71,Jimena Dorado,
V12,67,2008-10-16,2,p0054,sph.min,Spharealcea,miniata,3,1,4,6,.,.,.,.,.,.,.,.,.,.,.,.,11,Natacha Chacoff,
V12,67,2008-10-16,2,p0054,sph.min,Spharealcea,miniata,5,2,1,2,2,2,.,.,.,.,.,.,.,.,.,.,9,Jimena Dorado,
V12,67,2008-10-16,2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,54,54,Jimena Dorado,
V12,67,2008-10-16,2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,25,Natacha Chacoff,
V12,69,2008-10-16,2,p0019,aca.ser,Acantholippia ,seriphioides ,1,30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,Jimena Dorado,
V12,69,2008-10-16,2,p0026,alo.gra,Aloyssia ,gratissima ,4,30,10,30,6,40,.,.,.,.,.,.,.,.,.,.,93,Jimena Dorado,
V12,69,2008-10-16,2,p0071,gla.sp2,.,.,10,2,3,3,3,2,3,2,6,2,.,.,.,.,.,.,29,Jimena Dorado,
V12,69,2008-10-16,2,p0036,lec.het,Lecanophora,heterophylla,3,1,3,.,.,.,.,.,.,.,.,.,.,.,.,.,6,Jimena Dorado,
V12,69,2008-10-16,2,p0006,men.dec,Menodora ,decemfida ,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Jimena Dorado,
V12,69,2008-10-16,2,p0079,pol.ste,.,.,1,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Jimena Dorado,
V12,69,2008-10-16,2,p0054,sph.min,Spharealcea,miniata,7,1,4,1,1,1,8,6,.,.,.,.,.,.,.,.,22,Jimena Dorado,
V12,69,2008-10-16,2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32,32,Jimena Dorado,
V12,69,2008-10-16,2,p0120,yuyo,.,.,2,4,5,.,.,.,.,.,.,.,.,.,.,.,.,.,9,Jimena Dorado,
V12,69,2008-10-16,2,yuyo.2,yuyo.2,.,.,1,35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,Jimena Dorado,
V12,70,2008-10-16,2,p0019,aca.ser,Acantholippia ,seriphioides ,1,26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,Leo,
V12,70,2008-10-16,2,p0019,aca.ser,Acantholippia ,seriphioides ,3,35,15,7,.,.,.,.,.,.,.,.,.,.,.,.,57,Erica Stevani,
V12,70,2008-10-16,2,p0026,alo.gra,Aloyssia ,gratissima ,3,605,570,35,.,.,.,.,.,.,.,.,.,.,.,.,1210,Erica Stevani,
V12,70,2008-10-16,2,p0059,des.sp1,.,.,1,27,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,Leo,se tomÃ³ dato de nÃºmero de flor de la misma fecha V11
V12,70,2008-10-16,2,p0071,gla.sp2,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4,Leo,
V12,70,2008-10-16,2,p0071,gla.sp2,.,.,1,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Erica Stevani,
V12,70,2008-10-16,2,p0002,jun.asp,Junellia ,aspera ,3,6,98,156,.,.,.,.,.,.,.,.,.,.,.,.,260,Leo,
V12,70,2008-10-16,2,p0066,pha.art,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,10,Erica Stevani,
V12,70,2008-10-16,2,p0066,pha.art,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,18,Leo,
V12,70,2008-10-16,2,p0072,pla.pat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19,19,Leo,
V12,70,2008-10-16,2,p0021,sch.fas,Schinus,aff. fasciculata ,1,1325,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1325,Leo,
V12,70,2008-10-16,2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,75,75,Erica Stevani,
V12,70,2008-10-16,2,p0120,yuyo,.,.,1,28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28,Erica Stevani,
V12,72,2008-10-16,2,p0019,aca.ser,Acantholippia ,seriphioides ,1,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,Leo,
V12,72,2008-10-16,2,p0046,arj.lon,Arjona,longifolia,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,30,Erica Stevani,
V12,72,2008-10-16,2,p0057,ero.cic,Erodium ,cicatarium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4,Leo,
V12,72,2008-10-16,2,p0057,ero.cic,Erodium ,cicatarium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,5,Erica Stevani,
V12,72,2008-10-16,2,p0036,lec.het,Lecanophora,heterophylla,2,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,Erica Stevani,
V12,72,2008-10-16,2,p0072,pla.pat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,85,85,Erica Stevani,
V12,72,2008-10-16,2,p0054,sph.min,Spharealcea,miniata,3,2,1,1,.,.,.,.,.,.,.,.,.,.,.,.,4,Leo,
V12,72,2008-10-16,2,p0054,sph.min,Spharealcea,miniata,4,1,4,8,1,.,.,.,.,.,.,.,.,.,.,.,14,Erica Stevani,
V12,72,2008-10-16,2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,33,Leo,
V12,72,2008-10-16,2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,6,Erica Stevani,
V12,T2,2008-10-16,2,p0019,aca.ser,Acantholippia ,seriphioides ,1,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,Erica Stevani,
V12,T2,2008-10-16,2,p0019,aca.ser,Acantholippia ,seriphioides ,7,50,10,3,3,5,500,30,.,.,.,.,.,.,.,.,601,Natacha Chacoff,
V12,T2,2008-10-16,2,p0026,alo.gra,Aloyssia ,gratissima ,1,49,.,.,.,.,.,.,.,.,.,.,.,.,.,.,49,Erica Stevani,
V12,T2,2008-10-16,2,p0108,apio,.,.,14,5,5,5,10,10,5,20,8,.,.,.,.,.,.,.,119,Jimena Dorado,
V12,T2,2008-10-16,2,p0046,arj.lon,Arjona,longifolia,26,8,9,10,2,15,15,10,10,7,10,8,5,.,.,.,236,Jimena Dorado,
V12,T2,2008-10-16,2,p0046,arj.lon,Arjona,longifolia,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,224,224,Erica Stevani,
V12,T2,2008-10-16,2,p0046,arj.lon,Arjona,longifolia,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,213,213,Natacha Chacoff,
V12,T2,2008-10-16,2,p0057,ero.cic,Erodium ,cicatarium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,Natacha Chacoff,
V12,T2,2008-10-16,2,p0020,hof.ere,Hoffmannseggia  ,eremophila ,4,1,11,6,7,.,.,.,.,.,.,.,.,.,.,.,25,Jimena Dorado,
V12,T2,2008-10-16,2,p0020,hof.ere,Hoffmannseggia  ,eremophila ,4,4,3,6,3,.,.,.,.,.,.,.,.,.,.,.,16,Erica Stevani,
V12,T2,2008-10-16,2,p0002,jun.asp,Junellia ,aspera ,1,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,Natacha Chacoff,
V12,T2,2008-10-16,2,p0002,jun.asp,Junellia ,aspera ,1,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,Jimena Dorado,
V12,T2,2008-10-16,2,p0036,lec.het,Lecanophora,heterophylla,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Natacha Chacoff,
V12,T2,2008-10-16,2,p0036,lec.het,Lecanophora,heterophylla,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Erica Stevani,
V12,T2,2008-10-16,2,p0072,pla.pat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,308,308,Natacha Chacoff,
V12,T2,2008-10-16,2,p0079,pol.ste,.,.,1,14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14,Erica Stevani,
V12,T2,2008-10-16,2,p0079,pol.ste,.,.,2,15,10,.,.,.,.,.,.,.,.,.,.,.,.,.,25,Jimena Dorado,
V12,T2,2008-10-16,2,p0079,pol.ste,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,250,250,Natacha Chacoff,
V12,T2,2008-10-16,2,p0021,sch.fas,Schinus,aff. fasciculata ,1,1100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1100,Natacha Chacoff,
V12,T2,2008-10-16,2,p0054,sph.min,Spharealcea,miniata,4,3,2,1,3,.,.,.,.,.,.,.,.,.,.,.,9,Natacha Chacoff,
V12,T2,2008-10-16,2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,76,76,Natacha Chacoff,
V12,T2,2008-10-16,2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,33,Jimena Dorado,
V12,T2,2008-10-16,2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,472,472,Erica Stevani,
V13,73,2008-10-16,2,p0057,ero.cic,Erodium ,cicatarium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,Natacha Chacoff,
V13,73,2008-10-16,2,p0071,gla.sp2,.,.,1,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,Erica Stevani,
V13,73,2008-10-16,2,p0071,gla.sp2,.,.,4,2,3,2,2,.,.,.,.,.,.,.,.,.,.,.,9,Natacha Chacoff,
V13,73,2008-10-16,2,p0050,hys.jas,Hysterionica,jassionoide,1,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,Erica Stevani,
V13,73,2008-10-16,2,p0050,hys.jas,Hysterionica,jassionoide,3,1,16,1,.,.,.,.,.,.,.,.,.,.,.,.,18,Natacha Chacoff,
V13,73,2008-10-16,2,p0002,jun.asp,Junellia ,aspera ,5,66,18,10,72,156,.,.,.,.,.,.,.,.,.,.,322,Erica Stevani,
V13,73,2008-10-16,2,p0002,jun.asp,Junellia ,aspera ,10,40,30,40,110,200,40,40,90,400,70,.,.,.,.,.,1060,Natacha Chacoff,
V13,73,2008-10-16,2,p0045,lar.cun,Larrea,cuneifolia,1,980,.,.,.,.,.,.,.,.,.,.,.,.,.,.,980,Erica Stevani,
V13,73,2008-10-16,2,p0036,lec.het,Lecanophora,heterophylla,6,2,2,3,6,10,3,.,.,.,.,.,.,.,.,.,26,Erica Stevani,
V13,73,2008-10-16,2,p0036,lec.het,Lecanophora,heterophylla,6,6,2,1,1,1,1,.,.,.,.,.,.,.,.,.,12,Natacha Chacoff,
V13,73,2008-10-16,2,p0079,pol.ste,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,201,201,Natacha Chacoff,
V13,73,2008-10-16,2,p0069,sen.gil,.,.,1,26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,Natacha Chacoff,
V13,73,2008-10-16,2,p0069,sen.gil,.,.,2,24,6,.,.,.,.,.,.,.,.,.,.,.,.,.,30,Erica Stevani,
V13,73,2008-10-16,2,p0054,sph.min,Spharealcea,miniata,20,1,4,2,1,1,2,16,5,50,15,5,3,.,.,.,175,Natacha Chacoff,
V13,73,2008-10-16,2,p0054,sph.min,Spharealcea,miniata,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,130,130,Erica Stevani,
V13,73,2008-10-16,2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,624,624,Natacha Chacoff,
V13,73,2008-10-16,2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,389,389,Erica Stevani,
V13,75,2008-10-16,2,p0019,aca.ser,Acantholippia ,seriphioides ,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,Jimena Dorado,
V13,75,2008-10-16,2,p0019,aca.ser,Acantholippia ,seriphioides ,4,49,10,52,360,.,.,.,.,.,.,.,.,.,.,.,471,Leo,
V13,75,2008-10-16,2,p0057,ero.cic,Erodium ,cicatarium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,Leo,
V13,75,2008-10-16,2,p0071,gla.sp2,.,.,3,4,1,7,.,.,.,.,.,.,.,.,.,.,.,.,12,Jimena Dorado,
V13,75,2008-10-16,2,p0002,jun.asp,Junellia ,aspera ,6,10,30,20,10,.,.,.,.,.,.,.,.,.,.,.,105,Jimena Dorado,
V13,75,2008-10-16,2,p0002,jun.asp,Junellia ,aspera ,15,37,35,11,5,8,4,102,.,.,.,.,.,.,.,.,433,Leo,
V13,75,2008-10-16,2,p0036,lec.het,Lecanophora,heterophylla,1,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,Jimena Dorado,
V13,75,2008-10-16,2,p0036,lec.het,Lecanophora,heterophylla,9,1,5,4,1,1,3,3,2,1,.,.,.,.,.,.,21,Leo,
V13,75,2008-10-16,2,p0011,lyc.chi,Lycium ,chilense ,1,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Leo,
V13,75,2008-10-16,2,p0079,pol.ste,.,.,7,17,51,11,.,.,.,.,.,.,.,.,.,.,.,.,184,Leo,
V13,75,2008-10-16,2,p0079,pol.ste,.,.,38,170,55,20,30,55,4,40,35,20,20,.,.,.,.,.,1706,Jimena Dorado,se tomÃ³ de misma fecha el nÃºmero de flores
V13,75,2008-10-16,2,p0054,sph.min,Spharealcea,miniata,20,3,2,.,.,.,.,.,.,.,.,.,.,.,.,.,50,Jimena Dorado,
V13,75,2008-10-16,2,p0054,sph.min,Spharealcea,miniata,21,3,1,5,1,12,8,5,10,13,1,.,.,.,.,.,124,Leo,
V13,75,2008-10-16,2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1490,1490,Jimena Dorado,
V13,75,2008-10-16,2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,604,604,Leo,
V13,75,2008-10-16,2,p0120,yuyo,.,.,26,3,10,5,5,3,4,60,10,3,10,.,.,.,.,.,294,Jimena Dorado,
V13,76,2008-10-16,2,p0019,aca.ser,Acantholippia ,seriphioides ,9,300,400,30,300,100,200,200,.,.,.,.,.,.,.,.,1967,Jimena Dorado,
V13,76,2008-10-16,2,p0019,aca.ser,Acantholippia ,seriphioides ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,76,76,Leo,
V13,76,2008-10-16,2,p0050,hys.jas,Hysterionica,jassionoide,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Jimena Dorado,
V13,76,2008-10-16,2,p0002,jun.asp,Junellia ,aspera ,5,12,9,47,48,25,.,.,.,.,.,.,.,.,.,.,141,Leo,
V13,76,2008-10-16,2,p0002,jun.asp,Junellia ,aspera ,23.5,15,20,45,1000,250,200,150,.,.,.,.,.,.,.,.,5640,Jimena Dorado,
V13,76,2008-10-16,2,p0036,lec.het,Lecanophora,heterophylla,4,1,1,1,1,.,.,.,.,.,.,.,.,.,.,.,4,Leo,
V13,76,2008-10-16,2,p0036,lec.het,Lecanophora,heterophylla,5,5,3,1,3,.,.,.,.,.,.,.,.,.,.,.,15,Jimena Dorado,
V13,76,2008-10-16,2,p0079,pol.ste,.,.,9,17,51,11,.,.,.,.,.,.,.,.,.,.,.,.,237,Leo,se tomÃ³ de misma fecha el nÃºmero de flores
V13,76,2008-10-16,2,p0079,pol.ste,.,.,23,170,55,20,30,55,4,40,35,20,20,.,.,.,.,.,1033,Jimena Dorado,se tomÃ³ de misma fecha el nÃºmero de flores
V13,76,2008-10-16,2,p0054,sph.min,Spharealcea,miniata,70,2,2,2,18,2,8,4,1,2,1,.,.,.,.,.,294,Leo,
V13,76,2008-10-16,2,p0054,sph.min,Spharealcea,miniata,74,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,74,Jimena Dorado,
V13,76,2008-10-16,2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,190,190,Leo,
V13,76,2008-10-16,2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,405,405,Jimena Dorado,
V13,76,2008-10-16,2,p0120,yuyo,.,.,2,9,5,.,.,.,.,.,.,.,.,.,.,.,.,.,14,Jimena Dorado,
V13,78,2008-10-16,2,p0019,aca.ser,Acantholippia ,seriphioides ,1,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,Jimena Dorado,
V13,78,2008-10-16,2,p0019,aca.ser,Acantholippia ,seriphioides ,1,115,.,.,.,.,.,.,.,.,.,.,.,.,.,.,115,Leo,
V13,78,2008-10-16,2,amarilla,amarilla,.,.,4,30,3,6,250,.,.,.,.,.,.,.,.,.,.,.,289,Jimena Dorado,
V13,78,2008-10-16,2,p0071,gla.sp2,.,.,1,34,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,Leo,
V13,78,2008-10-16,2,p0002,jun.asp,Junellia ,aspera ,4,130,20,50,90,.,.,.,.,.,.,.,.,.,.,.,290,Jimena Dorado,
V13,78,2008-10-16,2,p0036,lec.het,Lecanophora,heterophylla,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Leo,
V13,78,2008-10-16,2,p0072,pla.pat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,9,Jimena Dorado,
V13,78,2008-10-16,2,p0072,pla.pat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,34,Leo,
V13,78,2008-10-16,2,p0079,pol.ste,.,.,12,17,51,11,.,.,.,.,.,.,.,.,.,.,.,.,316,Leo,se tomÃ³ de misma fecha el nÃºmero de flores
V13,78,2008-10-16,2,p0079,pol.ste,.,.,35,170,55,20,30,55,4,40,35,20,20,.,.,.,.,.,1572,Jimena Dorado,
V13,78,2008-10-16,2,p0054,sph.min,Spharealcea,miniata,33,5,5,6,7,1,1,1,1,1,1,1,2,1,1,.,80,Jimena Dorado,
V13,78,2008-10-16,2,p0054,sph.min,Spharealcea,miniata,42,1,3,3,1,3,1,1,1,8,1,.,.,.,.,.,97,Leo,
V13,78,2008-10-16,2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,510,510,Leo,
V13,78,2008-10-16,2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,66,66,Jimena Dorado,
V13,T1,2008-10-16,2,p0019,aca.ser,Acantholippia ,seriphioides ,9,300,400,200,600,30,60,30,5,200,.,.,.,.,.,.,1825,Natacha Chacoff,
V13,T1,2008-10-16,2,p0059,des.sp1,.,.,1,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Natacha Chacoff,
V13,T1,2008-10-16,2,p0071,gla.sp2,.,.,19,2,3,20,5,1,3,3,3,4,3,.,.,.,.,.,89,Natacha Chacoff,
V13,T1,2008-10-16,2,p0050,hys.jas,Hysterionica,jassionoide,2,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Natacha Chacoff,
V13,T1,2008-10-16,2,p0002,jun.asp,Junellia ,aspera ,15,400,400,100,250,400,150,70,20,60,20,.,.,.,.,.,2805,Natacha Chacoff,
V13,T1,2008-10-16,2,p0036,lec.het,Lecanophora,heterophylla,10,1,3,2,1,3,2,1,1,1,2,.,.,.,.,.,17,Natacha Chacoff,
V13,T1,2008-10-16,2,p0007,lyc.ten,Lycium ,tenuispinosum  ,2,10,10,.,.,.,.,.,.,.,.,.,.,.,.,.,20,Natacha Chacoff,
V13,T1,2008-10-16,2,p0079,pol.ste,.,.,10,20,5,5,15,215,60,20,20,60,.,.,.,.,.,.,467,Natacha Chacoff,
V13,T1,2008-10-16,2,p0069,sen.gil,.,.,1,150,.,.,.,.,.,.,.,.,.,.,.,.,.,.,150,Natacha Chacoff,
V13,T1,2008-10-16,2,p0054,sph.min,Spharealcea,miniata,16,10,3,2,1,3,2,1,3,2,3,1,1,.,.,.,43,Natacha Chacoff,
V13,T1,2008-10-16,2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2040,2040,Natacha Chacoff,
V13,T1,2008-10-16,2,p0074,tri.cac,.,.,3,10,2,1,.,.,.,.,.,.,.,.,.,.,.,.,13,Natacha Chacoff,
V13,T2,2008-10-16,2,p0019,aca.ser,Acantholippia ,seriphioides ,10,250,1200,60,360,6,4,52,120,30,65,.,.,.,.,.,2147,Erica Stevani,
V13,T2,2008-10-16,2,p0059,des.sp1,.,.,5,16,4,1,4,1,.,.,.,.,.,.,.,.,.,.,26,Erica Stevani,
V13,T2,2008-10-16,2,p0057,ero.cic,Erodium ,cicatarium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4,Erica Stevani,
V13,T2,2008-10-16,2,p0071,gla.sp2,.,.,13,7,1,2,42,3,8,9,36,48,20,.,.,.,.,.,229,Erica Stevani,
