sitio,fecha,tra.par,no.esp.p,codigo.p,genero.p,especie.p,no.ind,no.flores_ind,flores.herb,flores.tot,observador,comentarios
V1,2009-11-18,T1,p0006,men.dec,Menodora ,decemfida ,13,2.46,.,32,Rocío Castro Urgal/Nydia Vitale,.
V1,2009-11-18,T2,p0006,men.dec,Menodora ,decemfida ,6,1.33,.,8,Natacha Chacoff,.
V4,2009-11-18,P2,p0006,men.dec,Menodora ,decemfida ,9,9.56,.,86,Rocío Castro Urgal/Nydia Vitale,.
V4,2009-11-18,P5,p0006,men.dec,Menodora ,decemfida ,16,5.3,.,84.8,Natacha Chacoff,.
V4,2009-11-18,P6,p0006,men.dec,Menodora ,decemfida ,2,16,.,32,Natacha Chacoff,.
V4,2009-11-18,T1,p0006,men.dec,Menodora ,decemfida ,3,20.33,.,61,Rocío Castro Urgal/Nydia Vitale,.
V4,2009-11-18,T2,p0006,men.dec,Menodora ,decemfida ,3,9,.,27,Natacha Chacoff,.
V18,2009-11-19,T1,p0006,men.dec,Menodora ,decemfida ,1,1,.,1,Diego Vázquez,.
V19,2009-11-19,P2,p0006,men.dec,Menodora ,decemfida ,42,3,.,126,Diego Vázquez,.
V19,2009-11-19,P5,p0006,men.dec,Menodora ,decemfida ,50,2.9,.,145,Diego Vázquez,.
V19,2009-11-19,P6,p0006,men.dec,Menodora ,decemfida ,22,12.1,.,266.2,Diego Vázquez,.
V19,2009-11-19,T1,p0006,men.dec,Menodora ,decemfida ,18,2.6,.,46.8,Diego Vázquez,.
V19,2009-11-19,T2,p0006,men.dec,Menodora ,decemfida ,25,7.1,.,177.5,Diego Vázquez,.
V1,2009-11-23,P2,p0006,men.dec,Menodora ,decemfida ,9,11,.,99,Belén Maldonado/Rocío Castro Urgal,.
V1,2009-11-23,T1,p0006,men.dec,Menodora ,decemfida ,10,1.8,.,18,Belén Maldonado/Rocío Castro Urgal,.
V1,2009-11-23,T2,p0006,men.dec,Menodora ,decemfida ,4,1,.,4,Belén Maldonado/Rocío Castro Urgal,.
V18,2009-11-23,T1,p0006,men.dec,Menodora ,decemfida ,2,5.5,.,11,Diego Vázquez,.
V19,2009-11-23,P2,p0006,men.dec,Menodora ,decemfida ,37,12.43,.,459.91,Diego Vázquez,"No contÃ© flores, uso estim. de T2"
V19,2009-11-23,P5,p0006,men.dec,Menodora ,decemfida ,50,12.43,.,621.5,Diego Vázquez,"No contÃ© flores, uso estim. de T2"
V19,2009-11-23,P6,p0006,men.dec,Menodora ,decemfida ,60,13.36,.,801.82,Diego Vázquez,.
V19,2009-11-23,T1,p0006,men.dec,Menodora ,decemfida ,18,12.43,.,223.74,Diego Vázquez,.
V19,2009-11-23,T2,p0006,men.dec,Menodora ,decemfida ,24,12.43,.,298.29,Diego Vázquez,.
V21,2009-11-23,P5,p0006,men.dec,Menodora ,decemfida ,1,4,.,4,Diego Vázquez,.
V21,2009-11-23,P6,p0006,men.dec,Menodora ,decemfida ,2,5,.,10,Diego Vázquez,.
V21,2009-11-23,P6,p0006,men.dec,Menodora ,decemfida ,4,2.75,.,11,Diego Vázquez,.
V21,2009-11-23,T1,p0006,men.dec,Menodora ,decemfida ,1,3,.,3,Diego Vázquez,.
V21,2009-11-23,T2,p0006,men.dec,Menodora ,decemfida ,1,1,.,1,Diego Vázquez,.
V4,2009-11-23,P2,p0006,men.dec,Menodora ,decemfida ,8,7.11,.,56.89,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-11-23,P5,p0006,men.dec,Menodora ,decemfida ,1,4,.,4,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-11-23,P6,p0006,men.dec,Menodora ,decemfida ,37,4.14,.,153,Belén Maldonado/Nydia Vitale,.
V4,2009-11-23,P6,p0006,men.dec,Menodora ,decemfida ,26,2.25,.,58.5,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-11-23,T1,p0006,men.dec,Menodora ,decemfida ,4,6.75,.,27,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-11-23,T2,p0006,men.dec,Menodora ,decemfida ,26,2.38,.,62,Belén Maldonado/Nydia Vitale,.
V1,2009-11-30,P6,p0006,men.dec,Menodora ,decemfida ,2,1.5,.,3,Natacha Chacoff,.
V1,2009-11-30,T1,p0006,men.dec,Menodora ,decemfida ,1,3,.,3,Natacha Chacoff,.
V1,2009-11-30,T2,p0006,men.dec,Menodora ,decemfida ,1,1,.,1,Natacha Chacoff,.
V4,2009-11-30,P2,p0006,men.dec,Menodora ,decemfida ,6,2.5,.,15,Rocío Castro Urgal/Nydia Vitale,.
V4,2009-11-30,P5,p0006,men.dec,Menodora ,decemfida ,12,12.9,.,154.8,Natacha Chacoff,.
V4,2009-11-30,P6,p0006,men.dec,Menodora ,decemfida ,12,1,.,12,Natacha Chacoff,Nachu no anotÃ³ no.flores_ind
V4,2009-11-30,T1,p0006,men.dec,Menodora ,decemfida ,1,1,.,1,Rocío Castro Urgal/Nydia Vitale,.
V4,2009-11-30,T2,p0006,men.dec,Menodora ,decemfida ,8,3.29,.,26.29,Rocío Castro Urgal/Nydia Vitale,.
V19,2009-12-01,P2,p0006,men.dec,Menodora ,decemfida ,50,3.44,.,172.22,Diego Vázquez,.
V19,2009-12-01,P5,p0006,men.dec,Menodora ,decemfida ,61,16.9,.,1030.9,Diego Vázquez,.
V19,2009-12-01,P6,p0006,men.dec,Menodora ,decemfida ,22,4.1,.,90.2,Diego Vázquez,.
V19,2009-12-01,T1,p0006,men.dec,Menodora ,decemfida ,11,4.1,.,45.1,Diego Vázquez,.
V19,2009-12-01,T2,p0006,men.dec,Menodora ,decemfida ,8,3.38,.,27,Diego Vázquez,.
V20,2009-12-01,P1,p0006,men.dec,Menodora ,decemfida ,1,2,.,2,Diego Vázquez,.
V20,2009-12-01,P6,p0006,men.dec,Menodora ,decemfida ,1,3,.,3,Diego Vázquez,.
V19,2009-12-16,P2,p0006,men.dec,Menodora ,decemfida ,1,1,.,1,Diego Vázquez,.
V19,2009-12-16,P5,p0006,men.dec,Menodora ,decemfida ,12,9.8,.,117.6,Diego Vázquez,.
V19,2009-12-16,T1,p0006,men.dec,Menodora ,decemfida ,2,1,.,2,Diego Vázquez,.
V20,2009-12-16,P1,p0006,men.dec,Menodora ,decemfida ,1,3,.,3,Diego Vázquez,.
V20,2009-12-16,P6,p0006,men.dec,Menodora ,decemfida ,5,41.5,.,207.5,Diego Vázquez,.
V21,2009-12-18,P1,p0006,men.dec,Menodora ,decemfida ,1,19,.,19,Diego Vázquez,.
V21,2009-12-18,P2,p0006,men.dec,Menodora ,decemfida ,6,11,.,66,Diego Vázquez,.
V21,2009-12-18,P5,p0006,men.dec,Menodora ,decemfida ,14,14.22,.,199.11,Diego Vázquez,.
V21,2009-12-18,P6,p0006,men.dec,Menodora ,decemfida ,15,14.2,.,213,Diego Vázquez,.
V21,2009-12-18,T2,p0006,men.dec,Menodora ,decemfida ,2,24.5,.,49,Diego Vázquez,.
V18,2009-10-05,P1,p0007,lyc.ten,Lycium ,tenuispinosum  ,6,11.67,.,70,Diego Vázquez,A. seriphioides con pimpollos
V18,2009-10-05,P2,p0007,lyc.ten,Lycium ,tenuispinosum  ,2,11.5,.,23,Diego Vázquez,.
V18,2009-10-05,P5,p0007,lyc.ten,Lycium ,tenuispinosum  ,4,6.25,.,25,Diego Vázquez,.
V18,2009-10-05,P6,p0007,lyc.ten,Lycium ,tenuispinosum  ,1,14,.,14,Diego Vázquez,.
V18,2009-10-05,T1,p0007,lyc.ten,Lycium ,tenuispinosum  ,2,8,.,16,Diego Vázquez,.
V18,2009-10-12,P1,p0007,lyc.ten,Lycium ,tenuispinosum  ,6,6.5,.,39,Diego Vázquez,.
V18,2009-10-12,P2,p0007,lyc.ten,Lycium ,tenuispinosum  ,6,8,.,48,Diego Vázquez,.
V18,2009-10-12,P6,p0007,lyc.ten,Lycium ,tenuispinosum  ,4,6,.,24,Diego Vázquez,.
V18,2009-10-12,T1,p0007,lyc.ten,Lycium ,tenuispinosum  ,2,6,.,12,Diego Vázquez,.
V18,2009-10-19,P1,p0007,lyc.ten,Lycium ,tenuispinosum  ,5,4.6,.,23,Diego Vázquez,.
V18,2009-10-19,P2,p0007,lyc.ten,Lycium ,tenuispinosum  ,5,3.4,.,17,Diego Vázquez,.
V18,2009-10-19,P6,p0007,lyc.ten,Lycium ,tenuispinosum  ,4,14,.,56,Diego Vázquez,.
V1,2009-10-26,P5,p0007,lyc.ten,Lycium ,tenuispinosum  ,1,2,.,2,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-10-26,P1,p0007,lyc.ten,Lycium ,tenuispinosum  ,2,2,.,4,Belén Maldonado/Rocío Castro Urgal,.
V1,2009-10-26,T1,p0009,sen.aph,Senna ,aphylla ,1,4,.,4,Belén Maldonado/Rocío Castro Urgal,.
V19,2009-10-26,T2,p0009,sen.aph,Senna ,aphylla ,1,10,.,10,Diego Vázquez,.
V1,2009-11-03,P2,p0009,sen.aph,Senna ,aphylla ,1,5,.,5,Diego Vázquez,.
V1,2009-11-03,P6,p0009,sen.aph,Senna ,aphylla ,2,75,.,150,Diego Vázquez,.
V1,2009-11-03,T1,p0009,sen.aph,Senna ,aphylla ,6,16.54,.,99.25,Diego Vázquez,.
V19,2009-11-03,T2,p0009,sen.aph,Senna ,aphylla ,2,32.5,.,65,Diego Vázquez,.
V1,2009-11-09,P2,p0009,sen.aph,Senna ,aphylla ,5,12.4,.,62,Belén Maldonado/Rocío Castro Urgal,.
V1,2009-11-09,P6,p0009,sen.aph,Senna ,aphylla ,5,23,.,115,Belén Maldonado/Rocío Castro Urgal,.
V1,2009-11-09,T1,p0009,sen.aph,Senna ,aphylla ,6,61.67,.,370,Natacha Chacoff,.
V1,2009-11-09,T2,p0009,sen.aph,Senna ,aphylla ,2,40,.,80,Natacha Chacoff,.
V19,2009-11-09,T2,p0009,sen.aph,Senna ,aphylla ,3,30.33,.,91,Diego Vázquez,.
V1,2009-11-18,P2,p0009,sen.aph,Senna ,aphylla ,10,123.71,.,1237.1,Rocío Castro Urgal/Nydia Vitale,.
V1,2009-11-18,P6,p0009,sen.aph,Senna ,aphylla ,6,110.5,.,663,Natacha Chacoff,.
V1,2009-11-18,T1,p0009,sen.aph,Senna ,aphylla ,7,87.43,.,612,Rocío Castro Urgal/Nydia Vitale,.
V1,2009-11-18,T2,p0009,sen.aph,Senna ,aphylla ,1,24,.,24,Natacha Chacoff,.
V19,2009-11-19,T2,p0009,sen.aph,Senna ,aphylla ,5,53.4,.,267,Diego Vázquez,.
V1,2009-11-23,P2,p0009,sen.aph,Senna ,aphylla ,8,66,.,528,Belén Maldonado/Rocío Castro Urgal,.
V1,2009-11-23,T1,p0009,sen.aph,Senna ,aphylla ,6,60.17,.,361,Belén Maldonado/Rocío Castro Urgal,.
V1,2009-11-23,T2,p0009,sen.aph,Senna ,aphylla ,1,120,.,120,Belén Maldonado/Rocío Castro Urgal,.
V19,2009-11-23,P1,p0009,sen.aph,Senna ,aphylla ,1,5,.,5,Diego Vázquez,.
V19,2009-11-23,T2,p0009,sen.aph,Senna ,aphylla ,4,22.42,.,89.67,Diego Vázquez,.
V4,2009-11-23,P6,p0009,sen.aph,Senna ,aphylla ,4,38,.,152,Belén Maldonado/Rocío Castro Urgal,.
V1,2009-11-30,P2,p0009,sen.aph,Senna ,aphylla ,9,39.67,.,357,Rocío Castro Urgal/Nydia Vitale,.
V1,2009-11-30,P6,p0009,sen.aph,Senna ,aphylla ,5,6.2,.,31,Natacha Chacoff,.
V1,2009-11-30,T1,p0009,sen.aph,Senna ,aphylla ,6,6.5,.,39,Natacha Chacoff,.
V1,2009-11-30,T2,p0009,sen.aph,Senna ,aphylla ,2,54.5,.,109,Natacha Chacoff,.
V19,2009-12-01,P1,p0009,sen.aph,Senna ,aphylla ,1,3,.,3,Diego Vázquez,.
V19,2009-12-01,T2,p0009,sen.aph,Senna ,aphylla ,1,6,.,6,Diego Vázquez,.
V1,2009-12-11,T2,p0009,sen.aph,Senna ,aphylla ,1,3,.,3,Nydia Vitale,.
V4,2009-12-11,T2,p0009,sen.aph,Senna ,aphylla ,3,4.67,.,14,Nydia Vitale,.
V1,2009-12-16,P2,p0009,sen.aph,Senna ,aphylla ,3,1.33,.,4,Belén Maldonado/Natacha Chacoff,.
V1,2009-12-16,T2,p0009,sen.aph,Senna ,aphylla ,1,2,.,2,Belén Maldonado/Natacha Chacoff,.
V19,2009-12-16,T2,p0009,sen.aph,Senna ,aphylla ,1,1,.,1,Diego Vázquez,.
V4,2009-10-05,P1,p0011,lyc.chi,Lycium ,chilense ,4,17.75,.,71,Rocío Castro Urgal/Belén Maldonado,.
V1,2009-10-07,T2,p0011,lyc.chi,Lycium ,chilense ,1,1,.,1,Rocío Castro Urgal/Belén Maldonado,.
V1,2009-10-12,P2,p0011,lyc.chi,Lycium ,chilense ,1,20,.,20,Rocío Castro Urgal/Belén Maldonado,.
V19,2009-10-12,P5,p0011,lyc.chi,Lycium ,chilense ,1,3,.,3,Diego Vázquez,.
V4,2009-10-12,P1,p0011,lyc.chi,Lycium ,chilense ,7,23.43,.,164,Rocío Castro Urgal/Belén Maldonado,.
V4,2009-10-12,P2,p0011,lyc.chi,Lycium ,chilense ,6,5.83,.,35,Rocío Castro Urgal/Belén Maldonado,.
V4,2009-10-12,P5,p0011,lyc.chi,Lycium ,chilense ,3,5,.,15,Rocío Castro Urgal/Belén Maldonado,.
V4,2009-10-12,T1,p0011,lyc.chi,Lycium ,chilense ,6,7.83,.,47,Rocío Castro Urgal/Belén Maldonado,.
V1,2009-10-19,P5,p0011,lyc.chi,Lycium ,chilense ,2,45,.,90,Belén Maldonado/Rocío Castro Urgal,.
V1,2009-10-19,P6,p0011,lyc.chi,Lycium ,chilense ,1,2,.,2,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-10-19,P1,p0011,lyc.chi,Lycium ,chilense ,6,3.17,.,19,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-10-19,P2,p0011,lyc.chi,Lycium ,chilense ,3,8.67,.,26,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-10-19,P6,p0011,lyc.chi,Lycium ,chilense ,1,6,.,6,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-10-19,T1,p0011,lyc.chi,Lycium ,chilense ,2,15,.,30,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-10-19,T2,p0011,lyc.chi,Lycium ,chilense ,1,20,.,20,Belén Maldonado/Rocío Castro Urgal,.
V1,2009-10-26,P5,p0011,lyc.chi,Lycium ,chilense ,1,3,.,3,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-10-26,P1,p0011,lyc.chi,Lycium ,chilense ,1,1,.,1,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-10-26,P2,p0011,lyc.chi,Lycium ,chilense ,1,2,.,2,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-10-26,T1,p0011,lyc.chi,Lycium ,chilense ,2,1,.,2,Belén Maldonado/Rocío Castro Urgal,.
V19,2009-10-05,T1,p0015,cer.arv,Cerastium ,arvense,.,.,.,.,Diego Vázquez,Confirmar identificaciÃ³n
V19,2009-10-12,T1,p0015,cer.arv,Cerastium ,arvense,.,.,2,2,Diego Vázquez,.
V19,2009-10-19,P2,p0015,cer.arv,Cerastium ,arvense,.,.,5,5,Diego Vázquez,.
V19,2009-10-19,T1,p0015,cer.arv,Cerastium ,arvense,.,.,37,37,Diego Vázquez,.
V20,2009-10-19,P5,p0015,cer.arv,Cerastium ,arvense,.,.,8,8,Diego Vázquez,.
V21,2009-10-19,P6,p0015,cer.arv,Cerastium ,arvense,.,.,2,2,Diego Vázquez,.
V19,2009-10-26,T1,p0015,cer.arv,Cerastium ,arvense,.,.,68,68,Diego Vázquez,.
V20,2009-10-26,P5,p0015,cer.arv,Cerastium ,arvense,.,.,10,10,Diego Vázquez,.
V19,2009-11-03,T1,p0015,cer.arv,Cerastium ,arvense,.,.,27,27,Diego Vázquez,.
V20,2009-11-03,P5,p0015,cer.arv,Cerastium ,arvense,.,.,7,7,Diego Vázquez,.
V19,2009-11-09,T1,p0015,cer.arv,Cerastium ,arvense,.,.,2,2,Diego Vázquez,.
V20,2009-11-09,P5,p0015,cer.arv,Cerastium ,arvense,.,.,1,1,Diego Vázquez,.
V19,2009-10-26,P1,p0018,bud.men,Buddleja  ,mendozensis ,1,10,.,10,Diego Vázquez,.
V19,2009-10-26,T2,p0018,bud.men,Buddleja  ,mendozensis ,3,4.33,.,13,Diego Vázquez,.
V19,2009-11-03,P1,p0018,bud.men,Buddleja  ,mendozensis ,3,140,.,420,Diego Vázquez,.
V19,2009-11-03,T2,p0018,bud.men,Buddleja  ,mendozensis ,1,40,.,40,Diego Vázquez,.
V19,2009-11-09,T2,p0018,bud.men,Buddleja  ,mendozensis ,1,150,.,150,Diego Vázquez,.
V19,2009-11-19,P1,p0018,bud.men,Buddleja  ,mendozensis ,2,300,.,600,Diego Vázquez,.
V21,2009-11-23,.,p0018,bud.men,Buddleja  ,mendozensis ,.,.,.,.,Diego Vázquez,.
V21,2009-12-18,P2,p0018,bud.men,Buddleja  ,mendozensis ,1,1000,.,1000,Diego Vázquez,.
V1,2009-10-12,T2,p0019,aca.ser,Acantholippia ,seriphioides ,1,6,.,6,Diego Vázquez,.
V18,2009-10-12,P1,p0019,aca.ser,Acantholippia ,seriphioides ,12,5.9,.,70.8,Diego Vázquez,.
V18,2009-10-12,T1,p0019,aca.ser,Acantholippia ,seriphioides ,4,11,.,44,Diego Vázquez,.
V18,2009-10-12,T2,p0019,aca.ser,Acantholippia ,seriphioides ,3,3.33,.,10,Diego Vázquez,.
V4,2009-10-12,P2,p0019,aca.ser,Acantholippia ,seriphioides ,1,3,.,3,Rocío Castro Urgal/Belén Maldonado,.
V18,2009-10-19,P1,p0019,aca.ser,Acantholippia ,seriphioides ,10,8.3,.,83,Diego Vázquez,.
V18,2009-10-19,P2,p0019,aca.ser,Acantholippia ,seriphioides ,2,46.5,.,93,Diego Vázquez,.
V18,2009-10-19,P6,p0019,aca.ser,Acantholippia ,seriphioides ,1,15,.,15,Diego Vázquez,.
V18,2009-10-19,T1,p0019,aca.ser,Acantholippia ,seriphioides ,7,20,.,140,Diego Vázquez,.
V18,2009-10-19,T2,p0019,aca.ser,Acantholippia ,seriphioides ,25,10.6,.,265,Diego Vázquez,.
V4,2009-10-19,P1,p0019,aca.ser,Acantholippia ,seriphioides ,6,6.67,.,40,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-10-19,P5,p0019,aca.ser,Acantholippia ,seriphioides ,4,9.67,.,38.67,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-10-19,T1,p0019,aca.ser,Acantholippia ,seriphioides ,7,21.83,.,152.83,Belén Maldonado/Rocío Castro Urgal,.
V18,2009-10-26,P1,p0019,aca.ser,Acantholippia ,seriphioides ,2,13,.,26,Diego Vázquez,.
V18,2009-10-26,T1,p0019,aca.ser,Acantholippia ,seriphioides ,3,30,.,90,Diego Vázquez,.
V18,2009-10-26,T2,p0019,aca.ser,Acantholippia ,seriphioides ,7,17.71,.,124,Diego Vázquez,.
V19,2009-10-26,P1,p0019,aca.ser,Acantholippia ,seriphioides ,16,7.9,.,126.4,Diego Vázquez,.
V21,2009-10-26,P1,p0019,aca.ser,Acantholippia ,seriphioides ,4,7,.,28,Diego Vázquez,.
V4,2009-10-26,P1,p0019,aca.ser,Acantholippia ,seriphioides ,7,6.57,.,46,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-10-26,P5,p0019,aca.ser,Acantholippia ,seriphioides ,5,15.4,.,77,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-10-26,P6,p0019,aca.ser,Acantholippia ,seriphioides ,3,6,.,18,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-10-26,T1,p0019,aca.ser,Acantholippia ,seriphioides ,12,20.4,.,244.8,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-10-26,T2,p0019,aca.ser,Acantholippia ,seriphioides ,2,9,.,18,Belén Maldonado/Rocío Castro Urgal,.
V18,2009-11-02,T1,p0019,aca.ser,Acantholippia ,seriphioides ,4,7,.,28,Diego Vázquez,.
V4,2009-11-02,P5,p0019,aca.ser,Acantholippia ,seriphioides ,4,18.75,.,75,Diego Vázquez,.
V4,2009-11-02,T1,p0019,aca.ser,Acantholippia ,seriphioides ,3,7.67,.,23,Diego Vázquez,.
V19,2009-11-03,P1,p0019,aca.ser,Acantholippia ,seriphioides ,1,10,.,10,Diego Vázquez,.
V21,2009-11-03,P1,p0019,aca.ser,Acantholippia ,seriphioides ,7,36,.,252,Diego Vázquez,.
V21,2009-11-09,P1,p0019,aca.ser,Acantholippia ,seriphioides ,4,23.75,.,95,Diego Vázquez,.
V4,2009-11-09,P5,p0019,aca.ser,Acantholippia ,seriphioides ,1,4,.,4,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-11-09,T1,p0019,aca.ser,Acantholippia ,seriphioides ,2,26.5,.,53,Natacha Chacoff,.
V4,2009-10-26,P2,p0021,sch.fas,Schinus,aff. fasciculata ,1,1,.,1,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-11-09,P2,p0021,sch.fas,Schinus,aff. fasciculata ,2,380,.,760,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-11-18,P2,p0021,sch.fas,Schinus,aff. fasciculata ,1,150,.,150,Rocío Castro Urgal/Nydia Vitale,.
V20,2009-11-19,T2,p0021,sch.fas,Schinus,aff. fasciculata ,2,487.5,.,975,Diego Vázquez,.
V4,2009-11-23,P2,p0021,sch.fas,Schinus,aff. fasciculata ,1,50,.,50,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-11-30,P2,p0021,sch.fas,Schinus,aff. fasciculata ,1,100,.,100,Rocío Castro Urgal/Nydia Vitale,.
V20,2009-12-01,T2,p0021,sch.fas,Schinus,aff. fasciculata ,2,1250,.,2500,Diego Vázquez,.
V20,2009-12-16,P5,p0023,cle.mon,Clematis ,montevidensis ,1,14,.,14,Diego Vázquez,.
V20,2009-12-16,T1,p0023,cle.mon,Clematis ,montevidensis ,1,5,.,5,Diego Vázquez,.
V4,2009-10-05,P6,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,1,1,Rocío Castro Urgal/Belén Maldonado,.
V1,2009-10-07,P2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,1,1,Rocío Castro Urgal/Belén Maldonado,.
V1,2009-10-12,P2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,9,9,Rocío Castro Urgal/Belén Maldonado,.
V1,2009-10-12,P6,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,5,5,Rocío Castro Urgal/Belén Maldonado,.
V1,2009-10-12,T1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,1,11,.,11,Diego Vázquez,.
V4,2009-10-12,P5,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,4,4,Rocío Castro Urgal/Belén Maldonado,.
V4,2009-10-12,P6,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,42,42,Rocío Castro Urgal/Belén Maldonado,.
V4,2009-10-12,T1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,3,3,Rocío Castro Urgal/Belén Maldonado,.
V1,2009-10-19,P2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,56,56,Belén Maldonado/Rocío Castro Urgal,.
V1,2009-10-19,P6,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,47,47,Belén Maldonado/Rocío Castro Urgal,.
V1,2009-10-19,T1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,52,52,Belén Maldonado/Rocío Castro Urgal,.
V1,2009-10-19,T2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,87,87,Belén Maldonado/Rocío Castro Urgal,.
V19,2009-10-19,P1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,3,3,Diego Vázquez,.
V4,2009-10-19,P1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,12,12,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-10-19,P5,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,23,23,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-10-19,P6,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,202,202,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-10-19,T1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,33,33,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-10-19,T2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,6,6,Belén Maldonado/Rocío Castro Urgal,.
V1,2009-10-26,P2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,181,181,Belén Maldonado/Rocío Castro Urgal,.
V1,2009-10-26,P5,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,10,10,Belén Maldonado/Rocío Castro Urgal,.
V1,2009-10-26,P6,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,39,39,Belén Maldonado/Rocío Castro Urgal,.
V1,2009-10-26,T1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,75,75,Belén Maldonado/Rocío Castro Urgal,.
V1,2009-10-26,T2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,75,75,Belén Maldonado/Rocío Castro Urgal,.
V18,2009-10-26,P1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,3,3,Diego Vázquez,.
V18,2009-10-26,P6,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,1,7,.,7,Diego Vázquez,.
V18,2009-10-26,T2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,3,3,Diego Vázquez,.
V19,2009-10-26,P1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,95,95,Diego Vázquez,.
V19,2009-10-26,P5,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,7,7,Diego Vázquez,.
V19,2009-10-26,P6,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,2,2,Diego Vázquez,.
V19,2009-10-26,T2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,2,2,Diego Vázquez,.
V21,2009-10-26,P5,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,3,3,Diego Vázquez,.
V4,2009-10-26,P1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,58,58,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-10-26,P2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,6,6,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-10-26,P5,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,112,112,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-10-26,P6,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,999.04,999.04,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-10-26,T1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,44,44,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-10-26,T1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,102,102,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-10-26,T2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,11,Belén Maldonado/Rocío Castro Urgal,.
V18,2009-11-02,T2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,7,7,Diego Vázquez,.
V4,2009-11-02,P1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,44,44,Diego Vázquez,.
