"ID","Abeja","especies","genero","Familia","DIT"
"M_025","Osmia.sp1_025","Osmia.sp1","Osmia","Megachilidae",3.11
"M_025","Andrena.violae_025","Andrena.violae","Andrena","Andrenidae",2.3
"M_025","Xylocopa.virginica virginica_025","Xylocopa.virginica.virginica","Xylocopa","Apidae",5.64
"M_027","Lasioglossum.sp1_027","Lasioglossum.sp1","Lasioglossum","Halictidae",1.47
"M_028","Bombus.hortotum_028","Bombus.hortotum","Bombus","Apidae",4.74
"M_028","Apis.mellifera_028","Apis.mellifera","Apis","Apidae",2.9
"M_028","Lasioglossum.sordidum_028","Lasioglossum.sordidum","Lasioglossum","Halictidae",1.29
"M_028","Bombus.ruderatus_028","Bombus.ruderatus","Bombus","Apidae",5.58
"M_028","Lasioglossum.sp1_028","Lasioglossum.sp1","Lasioglossum","Halictidae",1.47
"M_028","Hylaeus.sp1_028","Hylaeus.sp1","Hylaeus","Colletidae",1.27
"M_028","Bombus.terrestris_028","Bombus.terrestris","Bombus","Apidae",4.78
"M_029","Apis.mellifera_029","Apis.mellifera","Apis","Apidae",2.9
"M_029","Lasioglossum.sordidum_029","Lasioglossum.sordidum","Lasioglossum","Halictidae",1.29
"M_029","Lasioglossum.sp1_029","Lasioglossum.sp1","Lasioglossum","Halictidae",1.47
"M_029","Hylaeus.sp1_029","Hylaeus.sp1","Hylaeus","Colletidae",1.27
"M_029","Bombus.terrestris_029","Bombus.terrestris","Bombus","Apidae",4.78
"M_030","Apis.mellifera_030","Apis.mellifera","Apis","Apidae",2.9
"M_030","Anthidium.sp1_030","Anthidium.sp1","Anthidium","Megachilidae",3.34
"M_030","Anthidiellum.sp1_030","Anthidiellum.sp1","Anthidiellum","Megachilidae",3.4
"M_030","Augochlora.sp1_030","Augochlora.sp1","Augochlora","Halictidae",1.57
"M_030","Augochlora.sp2_030","Augochlora.sp2","Augochlora","Halictidae",1.57
"M_030","Augochloropsis.sp1_030","Augochloropsis.sp1","Augochloropsis","Halictidae",1.57
"M_030","Augochloropsis.vesta_030","Augochloropsis.vesta","Augochloropsis","Halictidae",2.18
"M_030","Dialictus.sp1_030","Dialictus.sp1","Dialictus","Halictidae",1.2
"M_030","Dialictus.sp2_030","Dialictus.sp2","Dialictus","Halictidae",1.2
"M_030","Euglossa.cordata_030","Euglossa.cordata","Euglossa","Apidae",3.4
"M_030","Exomalopsis.sp1_030","Exomalopsis.sp1","Exomalopsis","Apidae",1.75
"M_030","Megachile.sp1_030","Megachile.sp1","Megachile","Megachilidae",3.2
"M_030","Ceratina.sp1_030","Ceratina.sp1","Ceratina","Apidae",1.5
"M_031","Bombus.atratus_031","Bombus.atratus","Bombus","Apidae",5.66
"M_031","Apis.mellifera_031","Apis.mellifera","Apis","Apidae",2.9
"M_031","Augochlora.sp1_031","Augochlora.sp1","Augochlora","Halictidae",1.57
"M_031","Augochlora.sp1_031","Augochlora.sp1","Augochlora","Halictidae",1.57
"M_031","Augochloropsis.sp1_031","Augochloropsis.sp1","Augochloropsis","Halictidae",2.18
"M_031","Augochloropsis.sp2_031","Augochloropsis.sp2","Augochloropsis","Halictidae",2.18
"M_031","Augochloropsis.sp3_031","Augochloropsis.sp3","Augochloropsis","Halictidae",2.18
"M_031","Cerarina.sp1_031","Cerarina.sp1","Cerarina","Apidae",1.5
"M_031","Dialictus.sp1_031","Dialictus.sp1","Dialictus","Halictidae",1.2
"M_031","Dialictus.sp2_031","Dialictus.sp2","Dialictus","Halictidae",1.2
"M_031","Euglossa.sp1_031","Euglossa.sp1","Euglossa","Apidae",3.55
"M_031","Exomalopsis.sp1_031","Exomalopsis.sp1","Exomalopsis","Apidae",1.75
"M_031","Xylocopa.sp1_031","Xylocopa.sp1","Xylocopa","Apidae",6.3
"M_031","Hylaeus.sp1_031","Hylaeus.sp1","Hylaeus","Colletidae",1.27
"M_032","Andrena.carlini_032","Andrena.carlini","Andrena","Andrenidae",2.9
"M_032","Andrena.cressoni_032","Andrena.cressoni","Andrena","Andrenidae",2.06
"M_032","Andrena.forbesii_032","Andrena.forbesii","Andrena","Andrenidae",2.2
"M_032","Halictus.confusus_032","Halictus.confusus","Halictus","Halictidae",1.41
"M_032","Bombus.griseocollis_032","Bombus.griseocollis","Bombus","Apidae",4.87
"M_032","Apis.mellifera_032","Apis.mellifera","Apis","Apidae",2.9
"M_032","Augochlora.pura_032","Augochlora.pura","Augochlora","Halictidae",1.64
"M_032","Andrena.miserabilis_032","Andrena.miserabilis","Andrena","Andrenidae",1.7
"M_032","Andrena.personata_032","Andrena.personata","Andrena","Andrenidae",1.2
"M_032","Andrena.rugosa_032","Andrena.rugosa","Andrena","Andrenidae",2.07
"M_032","Andrena.sp1_032","Andrena.sp1","Andrena","Andrenidae",2.99
"M_033","Andrena.alleghaniensis_033","Andrena.alleghaniensis","Andrena","Andrenidae",1.44
"M_033","Andrena.carlini_033","Andrena.carlini","Andrena","Andrenidae",2.9
"M_033","Andrena.carolina_033","Andrena.carolina","Andrena","Andrenidae",2.09
"M_033","Andrena.mandibularis_033","Andrena.mandibularis","Andrena","Andrenidae",1.87
"M_033","Apis.mellifera_033","Apis.mellifera","Apis","Apidae",2.9
"M_033","Andrena.vicina_033","Andrena.vicina","Andrena","Andrenidae",2.54
"M_033","Pyrobombus.impatiens_033","Pyrobombus.impatiens","Pyrobombus","Apidae",4.42
"M_033","Pyrobombus.ternarius_033","Pyrobombus.ternarius","Pyrobombus","Apidae",3.17
"M_034","Bombus.dahlbomii_034","Bombus.dahlbomii","Bombus","Apidae",6.1
"M_034","Apis.mellifera_034","Apis.mellifera","Apis","Apidae",2.9
"M_034","Diphaglossa.gayi_034","Diphaglossa.gayi","Diphaglossa","Colletidae",2.11
"M_035","Apis.mellifera_035","Apis.mellifera","Apis","Apidae",2.9
"M_035","Euglossa.cordata_035","Euglossa.cordata","Euglossa","Apidae",3.44
"M_035","Exomalopsis.sp1_035","Exomalopsis.sp1","Exomalopsis","Apidae",1.75
"M_035","Xylocopa.sp1_035","Xylocopa.sp1","Xylocopa","Apidae",6.3
"M_035","Centris.sp1_035","Centris.sp1","Centris","Apidae",5.4
"M_036","Apis.mellifera_036","Apis.mellifera","Apis","Apidae",2.9
"M_036","Bombus.sp1_036","Bombus.sp1","Bombus","Apidae",4.35
"M_037","Bombus.lapidarius_037","Bombus.lapidarius","Bombus","Apidae",3.98
"M_037","Bombus.lucorum_037","Bombus.lucorum","Bombus","Apidae",4.78
"M_037","Bombus.pascuorum_037","Bombus.pascuorum","Bombus","Apidae",3.72
"M_037","Bombus.terrestris_037","Bombus.terrestris","Bombus","Apidae",4.78
"M_038","Bombus.hortorum_038","Bombus.hortorum","Bombus","Apidae",4.56
"M_038","Bombus.pascuorum_038","Bombus.pascuorum","Bombus","Apidae",3.72
"M_039","Amegilla.quadrifasciata_039","Amegilla.quadrifasciata","Amegilla","Apidae",3.64
"M_039","Amegilla.sp1 M_PL_058_39","Amegilla.sp1.M","Amegilla","Apidae",3.7
"M_039","Apis.mellifera_039","Apis.mellifera","Apis","Apidae",2.9
"M_039","Hylaeus.sp1 M_PL_058_39","Hylaeus.sp1.M","Hylaeus","Colletidae",1.27
"M_040","Apis.mellifera_040","Apis.mellifera","Apis","Apidae",2.9
"M_040","Centris.sp1_040","Centris.sp1","Centris","Apidae",5.4
"M_040","Centris.sp2_040","Centris.sp2","Centris","Apidae",5.4
"M_040","Xylocopa.sp1_040","Xylocopa.sp1","Xylocopa","Apidae",6.3
"M_041","Apis.mellifera_041","Apis.mellifera","Apis","Apidae",2.9
"M_041","Xylocopa.sp1_041","Xylocopa.sp1","Xylocopa","Apidae",6.3
"M_043","Bombus.hortorum_043","Bombus.hortorum","Bombus","Apidae",4.74
"M_043","Bombus.lapidarius_043","Bombus.lapidarius","Bombus","Apidae",3.98
"M_043","Bombus.lucorum_043","Bombus.lucorum","Bombus","Apidae",4.78
"M_043","Bombus.pascuorum_043","Bombus.pascuorum","Bombus","Apidae",3.72
"M_043","Bombus.pratorum_043","Bombus.pratorum","Bombus","Apidae",4.21
"M_043","Bombus.ruderatus_043","Bombus.ruderatus","Bombus","Apidae",5.58
"M_043","Bombus.soroeensis_043","Bombus.soroeensis","Bombus","Apidae",3.45
"M_043","Bombus.terrestris_043","Bombus.terrestris","Bombus","Apidae",4.78
"M_044","Apis.cerana_044","Apis.cerana","Apis","Apidae",2.38
"M_044","Apis.mellifera_044","Apis.mellifera","Apis","Apidae",2.9
"M_044","Lasioglossum.sp1_044","Lasioglossum.sp1","Lasioglossum","Halictidae",1.47
"M_044","Ceratina.okinawana_044","Ceratina.okinawana","Ceratina","Apidae",1.41
"M_044","Lasioglossum.sp2_044","Lasioglossum.sp2","Lasioglossum","Halictidae",1.47
"M_044","Lasioglossum.sp3_044","Lasioglossum.sp3","Lasioglossum","Halictidae",1.47
"M_044","Lasioglossum.subopacum_044","Lasioglossum.subopacum","Lasioglossum","Halictidae",2.89
"M_046","Bombus.lapidarius_046","Bombus.lapidarius","Bombus","Apidae",3.98
"M_046","Andreana.sp1_046","Andreana.sp1","Andreana","Andrenidae",2.74
"M_046","Apis.mellifera_046","Apis.mellifera","Apis","Apidae",2.9
"M_046","Bombus.pascuorum_046","Bombus.pascuorum","Bombus","Apidae",3.72
"M_046","Bombus.terrestris_046","Bombus.terrestris","Bombus","Apidae",4.78
"M_047","Hylaeus.annularis_047","Hylaeus.annularis","Hylaeus","Colletidae",4
"M_047","Andrena.barbilabris_047","Andrena.barbilabris","Andrena","Andrenidae",2.1
"M_047","Bombus.bohemicus_047","Bombus.bohemicus","Bombus","Apidae",4.1
"M_047","Colletes.cunicularius_047","Colletes.cunicularius","Colletes","Colletidae",3.62
"M_047","Andrena.clarkella_047","Andrena.clarkella","Andrena","Andrenidae",3.1
"M_047","Andrena.fulva_047","Andrena.fulva","Andrena","Andrenidae",2.86
"M_047","Andrena.fuscipes_047","Andrena.fuscipes","Andrena","Andrenidae",2
"M_047","Andrena.haemorrhoa_047","Andrena.haemorrhoa","Andrena","Andrenidae",2.54
"M_047","Halictus.confusus_047","Halictus.confusus","Halictus","Halictidae",1.41
"M_047","Hylaeus.brevicornis_047","Hylaeus.brevicornis","Hylaeus","Colletidae",1
"M_047","Lasioglossum.fratellum_047","Lasioglossum.fratellum","Lasioglossum","Halictidae",1.16
"M_047","Lasioglossum.leucopus_047","Lasioglossum.leucopus","Lasioglossum","Halictidae",1.2
"M_047","Andrena.lapponica_047","Andrena.lapponica","Andrena","Andrenidae",2.66
"M_047","Lasioglossum.leucozonium_047","Lasioglossum.leucozonium","Lasioglossum","Halictidae",1.86
"M_047","Bombus.jonellus_047","Bombus.jonellus","Bombus","Apidae",3.99
"M_047","Bombus.lapidarius_047","Bombus.lapidarius","Bombus","Apidae",3.98
"M_047","Bombus.lucorum_047","Bombus.lucorum","Bombus","Apidae",4.78
"M_047","Andrena.nigroaenea_047","Andrena.nigroaenea","Andrena","Andrenidae",2.97
"M_047","Apis.mellifera_047","Apis.mellifera","Apis","Apidae",2.9
"M_047","Bombus.muscorum_047","Bombus.muscorum","Bombus","Apidae",3.84
"M_047","Bombus.pascuorum_047","Bombus.pascuorum","Bombus","Apidae",3.72
"M_047","Lasioglossum.punctatissimum_047","Lasioglossum.punctatissimum","Lasioglossum","Halictidae",1.21
"M_047","Bombus.pratorum_047","Bombus.pratorum","Bombus","Apidae",4.21
"M_047","Andrena.sp1_047","Andrena.sp1","Andrena","Andrenidae",2.99
"M_047","Bombus.rupestris_047","Bombus.rupestris","Bombus","Apidae",5.81
"M_047","Lasioglossum.sp1_047","Lasioglossum.sp1","Lasioglossum","Halictidae",1.47
"M_047","Hylaeus.sp1_047","Hylaeus.sp1","Hylaeus","Colletidae",1.27
"M_047","Bombus.sp1_047","Bombus.sp1","Bombus","Apidae",4.35
"M_047","Bombus.sp2_047","Bombus.sp2","Bombus","Apidae",4.35
"M_047","Colletes.succinctus_047","Colletes.succinctus","Colletes","Colletidae",3
"M_047","Megachile.versicolor_047","Megachile.versicolor","Megachile","Megachilidae",3.25
"M_047","Andrena.wilkella_047","Andrena.wilkella","Andrena","Andrenidae",2.34
"M_047","Bombus.terrestris_047","Bombus.terrestris","Bombus","Apidae",4.78
"M_047","Lasioglossum.villosulum_047","Lasioglossum.villosulum","Lasioglossum","Halictidae",1.32
"M_049","Bombus.hortorum_049","Bombus.hortorum","Bombus","Apidae",4.74
"M_049","Bombus.hypnorum_049","Bombus.hypnorum","Bombus","Apidae",3.95
"M_049","Bombus.lucorum_049","Bombus.lucorum","Bombus","Apidae",3.75
"M_049","Apis.mellifera_049","Apis.mellifera","Apis","Apidae",2.9
"M_049","Bombus.pratorum_049","Bombus.pratorum","Bombus","Apidae",4.21
"M_049","Bombus.terrestis_049","Bombus.terrestis","Bombus","Apidae",4.78
"M_050","Amegilla.quadrifasciata_050","Amegilla.quadrifasciata","Amegilla","Apidae",3.64
"M_050","Amegilla.sp1_050","Amegilla.sp1","Amegilla","Apidae",3.7
"M_050","Apis.mellifera_050","Apis.mellifera","Apis","Apidae",2.9
"M_050","Hylaeus.sp1_050","Hylaeus.sp1","Hylaeus","Colletidae",1.27
"M_051","CaenoHalictus.sp1_051","CaenoHalictus.sp1","CaenoHalictus","Halictidae",1.3
"M_051","Bombus.dahlbomii_051","Bombus.dahlbomii","Bombus","Apidae",6.1
"M_051","Manuelia.gayi_051","Manuelia.gayi","Manuelia","Apidae",1.8
"M_051","Manuelia.postica_051","Manuelia.postica","Manuelia","Apidae",1.7
"M_051","Megachile.sp1_051","Megachile.sp1","Megachile","Megachilidae",3.2
"M_051","Bombus.ruderatus_051","Bombus.ruderatus","Bombus","Apidae",5.58
"M_051","Megachile.sp2_051","Megachile.sp2","Megachile","Megachilidae",3.2
"M_053","Bombus.ardens_053","Bombus.ardens","Bombus","Apidae",4.98
"M_053","Bombus.diversus_053","Bombus.diversus","Bombus","Apidae",5.4
"M_053","Andrena.longitibialis_053","Andrena.longitibialis","Andrena","Andrenidae",1.59
"M_053","Ceratina.flavipes_053","Ceratina.flavipes","Ceratina","Apidae",1.71
"M_053","Bombus.ignitus_053","Bombus.ignitus","Bombus","Apidae",6.3
"M_053","Andrena.minutula_053","Andrena.minutula","Andrena","Andrenidae",1.59
"M_053","Apis.cerana_053","Apis.cerana","Apis","Apidae",2.38
"M_053","Apis.mellifera_053","Apis.mellifera","Apis","Apidae",2.9
"M_053","Ceratina.japonica_053","Ceratina.japonica","Ceratina","Apidae",1.22
"M_053","Lasioglossum.occidens_053","Lasioglossum.occidens","Lasioglossum","Halictidae",2.26
"M_053","Andrena.sp1_053","Andrena.sp1","Andrena","Andrenidae",2.99
"M_053","Lasioglossum.sp1_053","Lasioglossum.sp1","Lasioglossum","Halictidae",1.47
"M_053","Lasioglossum.sp2_053","Lasioglossum.sp2","Lasioglossum","Halictidae",1.47
"M_053","Lasioglossum.sp3_053","Lasioglossum.sp3","Lasioglossum","Halictidae",1.47
"M_053","Lasioglossum.sp4_053","Lasioglossum.sp4","Lasioglossum","Halictidae",1.47
"M_053","Andrena.taraxaci_053","Andrena.taraxaci","Andrena","Andrenidae",1.68
"M_053","Lasioglossum.sp5_053","Lasioglossum.sp5","Lasioglossum","Halictidae",1.47
"M_053","Lasioglossum.sp6_053","Lasioglossum.sp6","Lasioglossum","Halictidae",1.47
"M_053","Lasioglossum.sp7_053","Lasioglossum.sp7","Lasioglossum","Halictidae",1.47
"M_053","Lasioglossum.sp8_053","Lasioglossum.sp8","Lasioglossum","Halictidae",1.47
"M_054","Bombus.ardens_054","Bombus.ardens","Bombus","Apidae",4.98
"M_054","Bombus.diversus diversus_054","Bombus.diversus.diversus","Bombus","Apidae",4.79
"M_054","Andrena.japonica_054","Andrena.japonica","Andrena","Andrenidae",1.22
"M_054","Bombus.hypocrita.hypocrita_054","Bombus.hypocrita.hypocrita","Bombus","Apidae",5.4
"M_054","Ceratina.flavipes_054","Ceratina.flavipes","Ceratina","Apidae",1.71
"M_054","Bombus.ignitus_054","Bombus.ignitus","Bombus","Apidae",6.3
"M_054","Lasioglossum.occidens_054","Lasioglossum.occidens","Lasioglossum","Halictidae",2.26
"M_054","Anthidium.septemspinosum_054","Anthidium.septemspinosum","Anthidium","Megachilidae",3
"M_054","Apis.cerana.japonica_054","Apis.cerana.japonica","Apis","Apidae",2.38
"M_054","Apis.mellifera_054","Apis.mellifera","Apis","Apidae",2.9
"M_054","Ceratina.japonica_054","Ceratina.japonica","Ceratina","Apidae",1.22
"M_054","Lasioglossum.proximatum_054","Lasioglossum.proximatum","Lasioglossum","Halictidae",2.43
"M_054","Lasioglossum.scitulum_054","Lasioglossum.scitulum","Lasioglossum","Halictidae",2.31
"M_054","Lasioglossum.sp1_054","Lasioglossum.sp1","Lasioglossum","Halictidae",1.47
"M_054","Lasioglossum.sp2_054","Lasioglossum.sp2","Lasioglossum","Halictidae",1.47
"M_054","Lasioglossum.sp2_054","Lasioglossum.sp2","Lasioglossum","Halictidae",1.47
"M_054","Colletes.sp1_054","Colletes.sp1","Colletes","Colletidae",2.9
"M_054","Colletes.sp2_054","Colletes.sp2","Colletes","Colletidae",2.9
"M_055","Bombus.diversus_055","Bombus.diversus","Bombus","Apidae",5.49
"M_055","Andrena.japonicum_055","Andrena.japonicum","Andrena","Andrenidae",1.22
"M_055","Bombus.hypocrita_055","Bombus.hypocrita","Bombus","Apidae",5.4
"M_055","Andrena.minutula_055","Andrena.minutula","Andrena","Andrenidae",1.5
"M_055","Ceratina.flavipes_055","Ceratina.flavipes","Ceratina","Apidae",1.71
"M_055","Ceratina.japonica_055","Ceratina.japonica","Ceratina","Apidae",1.22
"M_055","Lasioglossum.scitulum_055","Lasioglossum.scitulum","Lasioglossum","Halictidae",2.31
"M_055","Apis.cerana_055","Apis.cerana","Apis","Apidae",2.38
"M_055","Apis.mellifera_055","Apis.mellifera","Apis","Apidae",2.9
"M_056","Bombus.ardens_056","Bombus.ardens","Bombus","Apidae",4.98
"M_056","Bombus.diversus_056","Bombus.diversus","Bombus","Apidae",5.49
"M_056","Lasioglossum.albipes_056","Lasioglossum.albipes","Lasioglossum","Halictidae",1.62
"M_056","Bombus.honshuensis_056","Bombus.honshuensis","Bombus","Apidae",6.1
"M_056","Andrena.lapponica_056","Andrena.lapponica","Andrena","Andrenidae",2.66
"M_056","Andrena.longitibialis_056","Andrena.longitibialis","Andrena","Andrenidae",1.59
"M_056","Bombus.hypocrita_056","Bombus.hypocrita","Bombus","Apidae",5.4
"M_056","Lasioglossum.proximatum_056","Lasioglossum.proximatum","Lasioglossum","Halictidae",2.43
"M_056","Megachile.sp1_056","Megachile.sp1","Megachile","Megachilidae",3.2
"M_056","Apis.mellifera_056","Apis.mellifera","Apis","Apidae",2.9
"M_056","Lasioglossum.sp.K1_056","Lasioglossum.sp.K1","Lasioglossum","Halictidae",1.47
"M_056","Lasioglossum.sp.K2_056","Lasioglossum.sp.K2","Lasioglossum","Halictidae",1.47
"M_056","Lasioglossum.sp1_056","Lasioglossum.sp1","Lasioglossum","Halictidae",1.47
"M_057","Bombus.ardens_057","Bombus.ardens","Bombus","Apidae",4.98
"M_057","Bombus.diversus.diversus_057","Bombus.diversus.diversus","Bombus","Apidae",5.49
"M_057","Bombus.honshuensis_057","Bombus.honshuensis","Bombus","Apidae",6.1
"M_057","Bombus.hypocrita.hypocrita_057","Bombus.hypocrita.hypocrita","Bombus","Apidae",5.4
"M_057","Bombus.ignitus_057","Bombus.ignitus","Bombus","Apidae",6.3
"M_057","Andrena.minutula_057","Andrena.minutula","Andrena","Andrenidae",1.5
"M_057","Ceratina.flavipes_057","Ceratina.flavipes","Ceratina","Apidae",1.71
"M_057","Lasioglossum.occidens_057","Lasioglossum.occidens","Lasioglossum","Halictidae",2.26
"M_057","Ceratina.japonica_057","Ceratina.japonica","Ceratina","Apidae",1.22
"M_057","Apis.cerana.japonica_057","Apis.cerana.japonica","Apis","Apidae",2.38
"M_057","Cerarina.sp1_057","Cerarina.sp1","Cerarina","Apidae",1.5
"M_057","Lasioglossum.sp1_057","Lasioglossum.sp1","Lasioglossum","Halictidae",1.47
"M_057","Lasioglossum.sp10_057","Lasioglossum.sp10","Lasioglossum","Halictidae",1.47
"M_057","Lasioglossum.sp11_057","Lasioglossum.sp11","Lasioglossum","Halictidae",1.47
"M_057","Lasioglossum.sp12_057","Lasioglossum.sp12","Lasioglossum","Halictidae",1.47
"M_057","Lasioglossum.sp2_057","Lasioglossum.sp2","Lasioglossum","Halictidae",1.47
"M_057","Lasioglossum.sp3_057","Lasioglossum.sp3","Lasioglossum","Halictidae",1.47
"M_057","Lasioglossum.sp4_057","Lasioglossum.sp4","Lasioglossum","Halictidae",1.47
"M_057","Andrena.subopaca_057","Andrena.subopaca","Andrena","Andrenidae",1.47
"M_057","Bombus.sp1_057","Bombus.sp1","Bombus","Apidae",4.3
"M_057","Lasioglossum.sp5_057","Lasioglossum.sp5","Lasioglossum","Halictidae",1.47
"M_057","Lasioglossum.sp6_057","Lasioglossum.sp6","Lasioglossum","Halictidae",1.47
"M_057","Lasioglossum.sp7_057","Lasioglossum.sp7","Lasioglossum","Halictidae",1.47
"M_057","Lasioglossum.sp8_057","Lasioglossum.sp8","Lasioglossum","Halictidae",1.47
"M_057","Lasioglossum.sp9_057","Lasioglossum.sp9","Lasioglossum","Halictidae",1.47
"M_058","Eucera.sp1_058","Eucera.sp1","Eucera","Apidae",4
"M_058","Hylaeus.nigritus_058","Hylaeus.nigritus","Hylaeus","Colletidae",1.607
"M_058","Halictus.sp1_058","Halictus.sp1","Halictus","Halictidae",1.49
"M_058","Megachile.sp1_058","Megachile.sp1","Megachile","Megachilidae",3.2
"M_058","Andrena.sp1_058","Andrena.sp1","Andrena","Andrenidae",2.99
"M_058","Lasioglossum.sp1_058","Lasioglossum.sp1","Lasioglossum","Halictidae",1.47
"M_058","Megachile.sp2_058","Megachile.sp2","Megachile","Megachilidae",3.2
"M_058","Anthidium.sp1_058","Anthidium.sp1","Anthidium","Megachilidae",3.34
"M_058","Apis.mellifera_058","Apis.mellifera","Apis","Apidae",2.9
"M_058","Cerarina.cucurbitina_058","Cerarina.cucurbitina","Cerarina","Apidae",1.36
"M_058","Xylocopa.sp1_058","Xylocopa.sp1","Xylocopa","Apidae",6.3
"M_058","Colletes.sp1_058","Colletes.sp1","Colletes","Colletidae",2.9
"M_058","Osmia.sp1_058","Osmia.sp1","Osmia","Megachilidae",3.11
"M_058","Anthophora.sp1_058","Anthophora.sp1","Anthophora","Apidae",4.13
"M_058","Bombus.terrestris_058","Bombus.terrestris","Bombus","Apidae",4.7
"M_058","Hylaeus.sp2_058","Hylaeus.sp2","Hylaeus","Colletidae",1.27
"M_058","Hylaeus.variegatus_058","Hylaeus.variegatus","Hylaeus","Colletidae",2.12
"M_059","Centris.aenea_059","Centris.aenea","Centris","Apidae",4.7
"M_059","Centris.caxiensis_059","Centris.caxiensis","Centris","Apidae",4.2
"M_059","Centris.flavifrons_059","Centris.flavifrons","Centris","Apidae",5.5
"M_059","Centris.fuscata_059","Centris.fuscata","Centris","Apidae",4.8
"M_059","Xylocopa.grisescens_059","Xylocopa.grisescens","Xylocopa","Apidae",7.5
"M_059","Apis.mellifera_059","Apis.mellifera","Apis","Apidae",2.9
"M_059","Centris.obsoleta_059","Centris.obsoleta","Centris","Apidae",6.5
"M_059","Centris.sp1_059","Centris.sp1","Centris","Apidae",5.4
"M_059","Centris.sp2_059","Centris.sp2","Centris","Apidae",5.4
"M_059","Xylocopa.sp1_059","Xylocopa.sp1","Xylocopa","Apidae",6.3
"M_059","Centris.tarsata_059","Centris.tarsata","Centris","Apidae",6.7
"M_059","Centris.trigonoides_059","Centris.trigonoides","Centris","Apidae",3
"M_060","Apis.mellifera_060","Apis.mellifera","Apis","Apidae",2.9
"M_061","Apis.mellifera_061","Apis.mellifera","Apis","Apidae",2.9
"M_062","Andrena.arabis_062","Andrena.arabis","Andrena","Andrenidae",2.1
"M_062","Colletes.compactus_062","Colletes.compactus","Colletes","Colletidae",3.143
"M_062","Megachile.mendica_062","Megachile.mendica","Megachile","Megachilidae",3.3
"M_062","Melissodes.agilis_062","Melissodes.agilis","Melissodes","Apidae",3.24
"M_062","Osmia.atriventris_062","Osmia.atriventris","Osmia","Megachilidae",2.08
"M_062","Osmia.collinsiae_062","Osmia.collinsiae","Osmia","Megachilidae",2.7
"M_062","Andrena.carlini_62","Andrena.carlini","Andrena","Andrenidae",2.9
"M_062","Ceratina.dupla_062","Ceratina.dupla","Ceratina","Apidae",1.42
"M_062","Andrena.mandibularis_062","Andrena.mandibularis","Andrena","Andrenidae",1.87
"M_062","Bombus.impatiens_062","Bombus.impatiens","Bombus","Apidae",3.38
"M_062","Andrena.nubecula_062","Andrena.nubecula","Andrena","Andrenidae",1.17
"M_062","Bombus.pennsylvanicus_062","Bombus.pennsylvanicus","Bombus","Apidae",6
"M_062","Andrena.personata_062","Andrena.personata","Andrena","Andrenidae",1.2
"M_062","Andrena.pruni_062","Andrena.pruni","Andrena","Andrenidae",2.5
"M_062","Bombus.ridingsii_062","Bombus.ridingsii","Bombus","Apidae",5.44
"M_062","Andrena.spiraeana_062","Andrena.spiraeana","Andrena","Andrenidae",1.94
"M_062","Agapostemon.splendens_062","Agapostemon.splendens","Agapostemon","Halictidae",2.38
"M_062","Agapostemon.texanus_062","Agapostemon.texanus","Agapostemon","Halictidae",2.04
"M_062","Ashmeadiella bucconis_062","Ashmeadiella.bucconis","","Megachilidae",1.78
"M_062","Calliopsis.andreniformis_062","Calliopsis.andreniformis","Calliopsis","Andrenidae",1.36
"M_062","Calliopsis.coloradensis_062","Calliopsis.coloradensis","Calliopsis","Andrenidae",1.65
"M_062","Colletes.similis_062","Colletes.similis","Colletes","Colletidae",2.37
"M_062","Melissodes.coreopsis_062","Melissodes.coreopsis","Melissodes","Apidae",2.6
"M_062","Peponapis.pruinosa_062","Peponapis.pruinosa","Peponapis","Apidae",3.16
"M_072","Bombus.atratus_072","Bombus.atratus","Bombus","Apidae",5.66
"M_072","Megachile.sp1_072","Megachile.sp1","Megachile","Megachilidae",3.2
"M_072","Megachile.sp2_072","Megachile.sp2","Megachile","Megachilidae",3.2
"M_072","Megachile.sp3_072","Megachile.sp3","Megachile","Megachilidae",3.2
"M_072","Colletes.sp1_072","Colletes.sp1","Colletes","Colletidae",2.9
"M_072","Megachile.sp4_072","Megachile.sp4","Megachile","Megachilidae",3.2
"M_072","Apis.mellifera_072","Apis.mellifera","Apis","Apidae",2.9
"M_072","Colletes.sp2_072","Colletes.sp2","Colletes","Colletidae",2.9
"M_072","Dialictus.sp1_072","Dialictus.sp1","Dialictus","Halictidae",1.3
"M_072","Augochloropsis.sp3_072","Augochloropsis.sp3","Augochloropsis","Halictidae",2.18
"M_073","Anthophora.abrupta_073","Anthophora.abrupta","Anthophora","Andrenidae",3.9
"M_073","Bombus.bimaculatus_073","Bombus.bimaculatus","Bombus","Apidae",4.07
"M_073","Megachile.mendica_073","Megachile.mendica","Megachile","Megachilidae",3.3
"M_073","Ceratina.calcarata_073","Ceratina.calcarata","Ceratina","Apidae",1.41
"M_073","Lasioglossum.birkmanni_073","Lasioglossum.birkmanni","Lasioglossum","Halictidae",1.25
"M_073","Lasioglossum.cressonii_073","Lasioglossum.cressonii","Lasioglossum","Halictidae",1.29
"M_073","Lasioglossum.ephialtum_073","Lasioglossum.ephialtum","Lasioglossum","Halictidae",1.2
"M_073","Bombus.griseocollis_073","Bombus.griseocollis","Bombus","Apidae",4.87
"M_073","Lasioglossum.fuscipenne_073","Lasioglossum.fuscipenne","Lasioglossum","Halictidae",2.1
"M_073","Andrena.imitatrix_073","Andrena.imitatrix","Andrena","Andrenidae",4.49
