"genero","especie","orden","familia"
"Calliphora","Calliphora hilli","Diptera","Calliphoridae"
"Calliphora","Calliphora lata","Diptera","Calliphoridae"
"Calliphora","Calliphora sp1 M PL 019","Diptera","Calliphoridae"
"Calliphora","Calliphora quadrimaculata","Diptera","Calliphoridae"
"Calliphora","Calliphora stygia","Diptera","Calliphoridae"
"Calliphora","Calliphora vicina","Diptera","Calliphoridae"
"Calliphora","Calliphora icela","Diptera","Calliphoridae"
"Calliphora","Calliphora fulvicoxa","Diptera","Calliphoridae"
"Calliphora","Calliphora vemitoria","Diptera","Calliphoridae"
"Calliphora","Calliphora erythrocephala","Diptera","Calliphoridae"
"Calliphora","Calliphora quadrimaculata 1","Diptera","Calliphoridae"
"Calliphora","Calliphora sp1 M PL 036","Diptera","Calliphoridae"
"Calliphora","Calliphora sp2 M PL 056","Diptera","Calliphoridae"
"Calliphora","Calliphora sp3 M PL 019","Diptera","Calliphoridae"
"Calliphora","Calliphora sp1 M PL 056","Diptera","Calliphoridae"
"Calliphora","Calliphora vomitoria","Diptera","Calliphoridae"
"Calliphora","Calliphora sp2 M PL 019","Diptera","Calliphoridae"
"Calliphoridae","Calliphoridae sp1 M PL 020",NA,NA
"Calliphoridae","Calliphoridae sp1 M PL 022",NA,NA
"Callonychium","Callonychium mandibulare","Hymenoptera","Andrenidae"
"Callophrys","Callophrys rubi","Lepidoptera","Lycaenidae"
"Callosobruchus","Callosobruchus chinensis","Coleoptera","Chrysomelidae"
"Calocoris","Calocoris angularis","Hemiptera","Miridae"
"Calocoris","Calocoris sexguttatus","Hemiptera","Miridae"
"Calocoris","Calocoris norvegicus","Hemiptera","Miridae"
"Calocoris","Calocoris bipunctatus","Hemiptera","Miridae"
"Calocoris","Calocoris nemoralis","Hemiptera","Miridae"
"Calocoris","Calocoris rapidus","Hemiptera","Miridae"
"Calocoris","Calocoris sp1 M PL 015","Hemiptera","Miridae"
"Calocoris","Calocoris cinctipes","Hemiptera","Miridae"
"Calocoris","Calocoris histrio","Hemiptera","Miridae"
"Calomicrus","Calomicrus sp1 M PL 055","Coleoptera","Chrysomelidae"
"Calopsilia","Calopsilia florella",NA,NA
"Calopsilia","Calopsilia florella Fabricius",NA,NA
"Calopteron","Calopteron reticulatum","Coleoptera","Lycidae"
"Caloptilia","Caloptilia sp1 M PL 044","Lepidoptera","Gracillariidae"
"Calythea","Calythea albicincta","Diptera","Anthomyiidae"
"Campiglossa","Campiglossa hirayamae","Diptera","Tephritidae"
"Camponotus","Camponotus sp1 M PL 072","Hymenoptera","Formicidae"
"Camponotus","Camponotus subdepilis","Hymenoptera","Formicidae"
"Camponotus","Camponotus sicheli","Hymenoptera","Formicidae"
"Camponotus","Camponotus hannani","Hymenoptera","Formicidae"
"Camponotus","Camponotus rufoglaucus","Hymenoptera","Formicidae"
"Camponotus","Camponotus aethiops","Hymenoptera","Formicidae"
"Camponotus","Camponotus planus","Hymenoptera","Formicidae"
"Camponotus","Camponotus sp1 M PL 051","Hymenoptera","Formicidae"
"Camponotus","Camponotus japonicus","Hymenoptera","Formicidae"
"Camponotus","Camponotus kiusiuensis","Hymenoptera","Formicidae"
"Camponotus","Camponotus lateralis","Hymenoptera","Formicidae"
"Camponotus","Camponotus obscripes","Hymenoptera","Formicidae"
"Camponotus","Camponotus nipponensis","Hymenoptera","Formicidae"
"Campopleginae","Campopleginae sp1 M PL 065","Hymenoptera","Ichneumonidae"
"Campopleginae","Campopleginae sp1 M PL 076","Hymenoptera","Ichneumonidae"
"Campopleginae","Campopleginae sp1","Hymenoptera","Ichneumonidae"
"Campsomeriella","Campsomeriella annulata","Hymenoptera","Scoliidae"
"Campsomeris","Campsomeris sp1 M PL 031","Hymenoptera","Scoliidae"
"Campsomeris","Campsomeris dorsata","Hymenoptera","Scoliidae"
"Campsomeris","Campsomeris confluenta","Hymenoptera","Scoliidae"
"Campsomeris","Campsomeris bistrimacula","Hymenoptera","Scoliidae"
"Campsomeris","Campsomeris prismatica","Hymenoptera","Scoliidae"
"Campsomeris","Campsomeris grossa matsumurai","Hymenoptera","Scoliidae"
"Campsomeris","Campsomeris testaceipes","Hymenoptera","Scoliidae"
"Campsomeris","Campsomeris primatica","Hymenoptera","Scoliidae"
"Campsomeris","Campsomeris sp2 M PL 072","Hymenoptera","Scoliidae"
"Campsomeris","Campsomeris grossa","Hymenoptera","Scoliidae"
"Campsomeris","Campsomeris annulata","Hymenoptera","Scoliidae"
"Camptomastix","Camptomastix hisbonalis","Lepidoptera","Crambidae"
"Camptoneura","Camptoneura picta",NA,NA
"Campylia","Campylia nudarum","Diptera","Tachinidae"
"Campylomma","Campylomma lividicornis","Hemiptera","Miridae"
"Cantharidae","Cantharidae sp1 M PL 072",NA,NA
"Cantharidae","Cantharidae sp2 M PL 072",NA,NA
"Cantharis","Cantharis sp1 M PL 004","Coleoptera","Cantharidae"
"Canthophorus","Canthophorus cinctus","Hemiptera","Cydnidae"
"Carbula","Carbula humerigera","Hemiptera","Pentatomidae"
"Carceris","Carceris robertsonii",NA,NA
"Carcharodus","Carcharodus alceae","Lepidoptera","Hesperiidae"
"Cardiocondyla","Cardiocondyla nuda","Hymenoptera","Formicidae"
"Cardiophorus","Cardiophorus bipunctatus","Coleoptera","Elateridae"
"Carduelis","Carduelis barbatus",NA,NA
"Carinosolia","Carinosolia melanosoma fascinata",NA,NA
"Carmenta","Carmenta pyralidiformis","Lepidoptera","Sesiidae"
"Carneades","Carneades velleripennis","Coleoptera","Cerambycidae"
"Carpelimus","Carpelimus siamensis","Coleoptera","Staphylinidae"
"Carpelius","Carpelius exigussp",NA,NA
"Carpocoris","Carpocoris pudicus","Hemiptera","Pentatomidae"
"Carpocoris","Carpocoris mediterraneus","Hemiptera","Pentatomidae"
"Carpophilus","Carpophilus chalybeus","Coleoptera","Nitidulidae"
"Carpophilus","Carpophilus tenuis","Coleoptera","Nitidulidae"
"Carposcalis","Carposcalis punctulata","Diptera","Syrphidae"
"Carposcalis","Carposcalis carinata","Diptera","Syrphidae"
"Carposcalis","Carposcalis obscura","Diptera","Syrphidae"
"Carposcalis","Carposcalis confusus","Diptera","Syrphidae"
"Carposcalis","Carposcalis saltana","Diptera","Syrphidae"
"Cassida","Cassida circumdata","Coleoptera","Chrysomelidae"
"Cassida","Cassida rubiginosaidalis","Coleoptera","Chrysomelidae"
"Cataglyphis","Cataglyphis viatica","Hymenoptera","Formicidae"
"Cateres","Cateres pennatus",NA,NA
"Cateretes","Cateretes pedicularius",NA,NA
"Catopsitia","Catopsitia pomona",NA,NA
"Catoptria","Catoptria permiaca","Lepidoptera","Crambidae"
"Caupolicana","Caupolicana dimidiata","Hymenoptera","Colletidae"
"Cautires","Cautires bourgeoisi","Coleoptera","Lycidae"
"Cecidophyes","Cecidophyes sp1 M PL 020","Trombidiformes","Eriophyidae"
"Celastrina","Celastrina argiolus","Lepidoptera","Lycaenidae"
"Celastrina","Celastrina argiolus ladonides","Lepidoptera","Lycaenidae"
"Celatoria","Celatoria diabroticae","Diptera","Tachinidae"
"Celerio","Celerio lineata",NA,NA
"Celonites","Celonites cyprius smyrnensis","Hymenoptera","Masaridae"
"Celonites","Celonites abbreviatus","Hymenoptera","Masaridae"
"Cemolobus","Cemolobus ipomoeae","Hymenoptera","Apidae"
"Cemolobus","Cemolobus oligolege","Hymenoptera","Apidae"
"Cemonus","Cemonus inornatus",NA,NA
"Cenis","Cenis uhleri",NA,NA
"Centrias","Centrias erigerontis",NA,NA
"Centrinites","Centrinites strigicollis","Coleoptera","Curculionidae"
"Centrinus","Centrinus picumnus","Coleoptera","Curculionidae"
"Centrinus","Centrinus scutellum album","Coleoptera","Curculionidae"
"Centrinus","Centrinus perscillus","Coleoptera","Curculionidae"
"Centris","Centris caxiensis","Hymenoptera","Apidae"
"Centris","Centris sp2 M PL 040","Hymenoptera","Apidae"
"Centris","Centris cana","Hymenoptera","Apidae"
"Centris","Centris nigerrima","Hymenoptera","Apidae"
"Centris","Centris cineraria","Hymenoptera","Apidae"
"Centris","Centris sp","Hymenoptera","Apidae"
"Centris","Centris fuscata","Hymenoptera","Apidae"
"Centris","Centris sp2 M PL 059","Hymenoptera","Apidae"
"Centris","Centris muralis","Hymenoptera","Apidae"
"Centris","Centris trigonoides","Hymenoptera","Apidae"
"Centris","Centris flavifrons","Hymenoptera","Apidae"
"Centris","Centris sp1 M PL 023","Hymenoptera","Apidae"
"Centris","Centris sp1 M PL 059","Hymenoptera","Apidae"
"Centris","Centris sp1 M PL 040","Hymenoptera","Apidae"
"Centris","Centris sp1 M PL 035","Hymenoptera","Apidae"
"Centris","Centris tarsata","Hymenoptera","Apidae"
"Centris","Centris obsoleta","Hymenoptera","Apidae"
"Centris","Centris aenea","Hymenoptera","Apidae"
"Centris","Centris dirrhoda","Hymenoptera","Apidae"
"Cephalochrysa","Cephalochrysa sp1 M PL 044","Diptera","Stratiomyidae"
"Cephalodromia","Cephalodromia sp1 M PL 008","Diptera","Mythicomyiidae"
"Cephaloon","Cephaloon pallensa","Coleoptera","Stenotrachelidae"
"Cephalops","Cephalops obtusinervis","Diptera","Pipunculidae"
"Cephenius","Cephenius nitobei","Diptera","Bombyliidae"
"Cephenius","Cephenius sp1 M PL 021","Diptera","Bombyliidae"
"Cephidae","Cephidae sp1 M PL 015",NA,NA
"Cephonodes","Cephonodes trochilus","Lepidoptera","Sphingidae"
"Cephus","Cephus pygmaeus","Hymenoptera","Cephidae"
"Cerambycidae","Cerambycidae sp1",NA,NA
"Cerambycidae","Cerambycidae sp1 M PL 065",NA,NA
"Cerambycidae","Cerambycidae sp1 M PL 066",NA,NA
"Cerambycidae","Cerambycidae sp1 M PL 068",NA,NA
"Cerambycidae","Cerambycidae sp1 M PL 077",NA,NA
"Cerambycidae","Cerambycidae sp1 M PL 078",NA,NA
"Cerambycidae","Cerambycidae sp2",NA,NA
"Cerambycidae","Cerambycidae sp2 M PL 075",NA,NA
"Cerambycidae","Cerambycidae sp3",NA,NA
"Cerambycidae","Cerambycidae sp1 M PL 075",NA,NA
"Cerastomia","Cerastomia lignaria",NA,NA
"Ceratina","Ceratina loewi","Hymenoptera","Apidae"
"Ceratina","Ceratina rupestris","Hymenoptera","Apidae"
"Ceratina","Ceratina japonica","Hymenoptera","Apidae"
"Ceratina","Ceratina sp1 M PL 005","Hymenoptera","Apidae"
"Ceratina","Ceratina dupla","Hymenoptera","Apidae"
"Ceratina","Ceratina dallatorreana","Hymenoptera","Apidae"
"Ceratina","Ceratina flavipes","Hymenoptera","Apidae"
"Ceratina","Ceratina sp1 M PL 030","Hymenoptera","Apidae"
"Ceratina","Ceratina sp1 M PL 031","Hymenoptera","Apidae"
"Ceratina","Ceratina megastigmata","Hymenoptera","Apidae"
"Ceratina","Ceratina iwatai","Hymenoptera","Apidae"
"Ceratina","Ceratina bispinosa","Hymenoptera","Apidae"
"Ceratina","Ceratina nigra","Hymenoptera","Apidae"
"Ceratina","Ceratina esakii","Hymenoptera","Apidae"
"Ceratina","Ceratina cyanea","Hymenoptera","Apidae"
"Ceratina","Ceratina strenua","Hymenoptera","Apidae"
"Ceratina","Ceratina cucurbitina","Hymenoptera","Apidae"
"Ceratina","Ceratina nigrolabiata","Hymenoptera","Apidae"
"Ceratina","Ceratina mocsaryi","Hymenoptera","Apidae"
"Ceratina","Ceratina sp1 M PL 057","Hymenoptera","Apidae"
"Ceratina","Ceratina sp1M PL 073","Hymenoptera","Apidae"
"Ceratina","Ceratina acuta","Hymenoptera","Apidae"
"Ceratina","Ceratina dentiventris","Hymenoptera","Apidae"
"Ceratina","Ceratina metallica","Hymenoptera","Apidae"
"Ceratina","Ceratina parvula","Hymenoptera","Apidae"
"Ceratina","Ceratina montana","Hymenoptera","Apidae"
"Ceratina","Ceratina calcarata","Hymenoptera","Apidae"
"Ceratina","Ceratina satoi","Hymenoptera","Apidae"
"Ceratina","Ceratina okinawana","Hymenoptera","Apidae"
"Ceratina","Ceratina tabescens","Hymenoptera","Apidae"
"Ceratitis","Ceratitis roas","Diptera","Tephritidae"
"Ceratitis","Ceratitis roas Karsch","Diptera","Tephritidae"
"Ceratoma","Ceratoma caminea",NA,NA
"Ceratomyiella","Ceratomyiella conica",NA,NA
"Ceratopogon","Ceratopogon fusculus","Diptera","Ceratopogonidae"
"Ceratopogon","Ceratopogon websteri","Diptera","Ceratopogonidae"
"Ceratopogon","Ceratopogon sp2 M PL 020","Diptera","Ceratopogonidae"
"Ceratopogon","Ceratopogon sp1 M PL 020","Diptera","Ceratopogonidae"
"Ceratosmia","Ceratosmia lignaria",NA,NA
"Ceratosoma","Ceratosoma fasciata",NA,NA
"Cerceris","Cerceris yuwanensis","Hymenoptera","Crabronidae"
"Cerceris","Cerceris eryngii","Hymenoptera","Crabronidae"
"Cerceris","Cerceris japonica","Hymenoptera","Crabronidae"
"Cerceris","Cerceris frontata","Hymenoptera","Crabronidae"
"Cerceris","Cerceris fumipennis","Hymenoptera","Crabronidae"
"Cerceris","Cerceris insolita","Hymenoptera","Crabronidae"
"Cerceris","Cerceris compar","Hymenoptera","Crabronidae"
"Cerceris","Cerceris hortivaga","Hymenoptera","Crabronidae"
"Cerceris","Cerceris rybyensis","Hymenoptera","Crabronidae"
"Cerceris","Cerceris carinalis","Hymenoptera","Crabronidae"
"Cerceris","Cerceris rufinoda","Hymenoptera","Crabronidae"
"Cerceris","Cerceris flavicornis","Hymenoptera","Crabronidae"
"Cerceris","Cerceris fulvipes","Hymenoptera","Crabronidae"
"Cerceris","Cerceris rybiensis","Hymenoptera","Crabronidae"
"Cerceris","Cerceris prominens","Hymenoptera","Crabronidae"
"Cerceris","Cerceris robertsonii","Hymenoptera","Crabronidae"
"Cerceris","Cerceris sabulosa","Hymenoptera","Crabronidae"
"Cerceris","Cerceris albofasciata","Hymenoptera","Crabronidae"
"Cerceris","Cerceris sp1 M PL 030","Hymenoptera","Crabronidae"
"Cerceris","Cerceris arenaria","Hymenoptera","Crabronidae"
"Cerceris","Cerceris raui","Hymenoptera","Crabronidae"
"Cerceris","Cerceris sp1 M PL 058","Hymenoptera","Crabronidae"
"Cerceris","Cerceris kennicottii","Hymenoptera","Crabronidae"
"Cerceris","Cerceris clypeata","Hymenoptera","Crabronidae"
"Cerciris","Cerciris sp1 M PL 031",NA,NA
"Cercyonis","Cercyonis alope","Lepidoptera","Nymphalidae"
"Ceria","Ceria abbreviata","Diptera","Syrphidae"
"Cerioides","Cerioides conopoides",NA,NA
"Cerocala","Cerocala scapulosa","Lepidoptera","Erebidae"
"Cerogia","Cerogia notabilis",NA,NA
"Ceropales","Ceropales fraterna","Hymenoptera","Pompilidae"
"Ceropales","Ceropales fulvipes","Hymenoptera","Pompilidae"
"Ceropales","Ceropales bipunctata","Hymenoptera","Pompilidae"
"Ceropales","Ceropales robinsonii","Hymenoptera","Pompilidae"
"Cersium","Cersium fuscum",NA,NA
"Cetonia","Cetonia aurata","Coleoptera","Scarabaeidae"
"Ceuthorrhynchus","Ceuthorrhynchus pollinarius Forster","Coleoptera","Curculionidae"
"Ceuthorrhynchus","Ceuthorrhynchus assimilis","Coleoptera","Curculionidae"
"Ceuthorrhynchus","Ceuthorrhynchus pollinarius","Coleoptera","Curculionidae"
"Ceutorrhynchus","Ceutorrhynchus rugulosus","Coleoptera","Curculionidae"
"Chaerocampa","Chaerocampa tersa",NA,NA
"Chaetocnema","Chaetocnema sp1 M PL 066","Coleoptera","Chrysomelidae"
"Chaetocnema","Chaetocnema sp1 M PL 068","Coleoptera","Chrysomelidae"
"Chaetocnema","Chaetocnema sp1 M PL 064","Coleoptera","Chrysomelidae"
"Chaetocnema","Chaetocnema sp1 M PL 063","Coleoptera","Chrysomelidae"
"Chaetocnema","Chaetocnema sp1 M PL 083","Coleoptera","Chrysomelidae"
"Chaetocnema","Chaetocnema sp1 M PL 081","Coleoptera","Chrysomelidae"
"Chaetocnema","Chaetocnema sp1 M PL 075","Coleoptera","Chrysomelidae"
"Chaetocnema","Chaetocnema sp1 M PL 082","Coleoptera","Chrysomelidae"
"Chaetocnema","Chaetocnema sp1 M PL 076","Coleoptera","Chrysomelidae"
"Chaetocnema","Chaetocnema sp1 M PL 062","Coleoptera","Chrysomelidae"
"Chaetocnema","Chaetocnema sp1","Coleoptera","Chrysomelidae"
"Chaetocnema","Chaetocnema sp1 M PL 060","Coleoptera","Chrysomelidae"
"Chaetocnema","Chaetocnema sp2 M PL 065","Coleoptera","Chrysomelidae"
"Chaetocnema","Chaetocnema sp1 M PL 070","Coleoptera","Chrysomelidae"
"Chaetocnema","Chaetocnema sp1 M PL 061","Coleoptera","Chrysomelidae"
"Chaetocnema","Chaetocnema sp1 M PL 074","Coleoptera","Chrysomelidae"
"Chaetocnema","Chaetocnema sp1 M PL 077","Coleoptera","Chrysomelidae"
"Chaetocnema","Chaetocnema sp1 M PL 073","Coleoptera","Chrysomelidae"
"Chaetocnema","Chaetocnema sp1 M PL 080","Coleoptera","Chrysomelidae"
"Chaetocnema","Chaetocnema sp1 M PL 078","Coleoptera","Chrysomelidae"
"Chaetocnema","Chaetocnema sp1 M PL 079","Coleoptera","Chrysomelidae"
"Chaetocnema","Chaetocnema bicolorata","Coleoptera","Chrysomelidae"
"Chaetocnema","Chaetocnema sp1 M PL 072","Coleoptera","Chrysomelidae"
"Chaetodemoticus","Chaetodemoticus chilensis","Diptera","Tachinidae"
"Chaetogaedia","Chaetogaedia analis","Diptera","Tachinidae"
"Chaetophleps","Chaetophleps setosa",NA,NA
"Chaetophthalamus","Chaetophthalamus dorsalis",NA,NA
"Chalcidae","Chalcidae sp1 M PL 020",NA,NA
"Chalcidoidea","Chalcidoidea sp1 M PL 072",NA,NA
"Chalcidoidea","Chalcidoidea sp2 M PL 072",NA,NA
"Chalcidoma","Chalcidoma disjunctum",NA,NA
"Chalcis","Chalcis flavipes","Hymenoptera","Chalcididae"
"Chalcomyia","Chalcomyia aerea",NA,NA
"Chalcosyrphus","Chalcosyrphus inarmatus","Diptera","Syrphidae"
"Chalcosyrphus","Chalcosyrphus annulipes","Diptera","Syrphidae"
"Chalcosyrphus","Chalcosyrphus memorum","Diptera","Syrphidae"
"Chalcosyrphus","Chalcosyrphus curvarius","Diptera","Syrphidae"
"Chalcosyrphus","Chalcosyrphus nigra","Diptera","Syrphidae"
"Chalepogenus","Chalepogenus goeldianus","Hymenoptera","Apidae"
"Chalepogenus","Chalepogenus caeruleus","Hymenoptera","Apidae"
"Chalicodoma","Chalicodoma sculpturalis","Hymenoptera","Megachilidae"
"Chalicodoma","Chalicodoma sp1 M PL 054","Hymenoptera","Megachilidae"
"Chalicodoma","Chalicodoma disjunctiformis","Hymenoptera","Megachilidae"
"Chalybion","Chalybion caeruleum","Hymenoptera","Sphecidae"
"Chalybion","Chalybion omissum","Hymenoptera","Sphecidae"
"Chamaepsila","Chamaepsila morio","Diptera","Psilidae"
"Chamaesyrphus","Chamaesyrphus sp1 M PL 015","Diptera","Syrphidae"
"Charidryas","Charidryas nycteis",NA,NA
"Charitovalgus","Charitovalgus laetus","Coleoptera","Scarabaeidae"
"Chasmatopterus","Chasmatopterus sp1 M PL 016","Coleoptera","Scarabaeidae"
"Chatanys","Chatanys insularis istoi",NA,NA
"Chaticodoma","Chaticodoma sculpturalis",NA,NA
"Chauliognathus","Chauliognathus scriptus","Coleoptera","Cantharidae"
"Chauliognathus","Chauliognathus sp1 M PL 034","Coleoptera","Cantharidae"
"Chauliognathus","Chauliognathus sp2 M PL 072","Coleoptera","Cantharidae"
"Cheilosia","Cheilosia sp4 M PL 056","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp4 M PL 057","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp1 M PL 029","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp1 M PL 044","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp5 M PL 053","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp11 M PL 056","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp1 M PL 021","Diptera","Syrphidae"
"Cheilosia","Cheilosia slossonae","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp6 M PL 057","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp5 M PL 056","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp1 M PL 057","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp5 M PL 021","Diptera","Syrphidae"
"Cheilosia","Cheilosia pubera","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp6 M PL 021","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp12 M PL 056","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp11 M PL 021","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp1 M PL 053","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp12 M PL 057","Diptera","Syrphidae"
"Cheilosia","Cheilosia nitescens","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp1 M PL 027","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp5 M PL 057","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp4 M PL 021","Diptera","Syrphidae"
"Cheilosia","Cheilosia pallipes","Diptera","Syrphidae"
"Cheilosia","Cheilosia proxima","Diptera","Syrphidae"
"Cheilosia","Cheilosia impressa","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp4 M PL 053","Diptera","Syrphidae"
"Cheilosia","Cheilosia albitarsis","Diptera","Syrphidae"
"Cheilosia","Cheilosia bergenstammi","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp10 M PL 021","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp2 M PL 057","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp10 M PL 057","Diptera","Syrphidae"
"Cheilosia","Cheilosia velutina","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp6 M PL 056","Diptera","Syrphidae"
"Cheilosia","Cheilosia sialia","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp1 M PL 056","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp1 M PL 055","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp3 M PL 056","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp3 M PL 057","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp3 M PL 053","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp15 M PL 056","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp13 M PL 056","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp7 M PL 056","Diptera","Syrphidae"
"Cheilosia","Cheilosia variabilis","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp2 M PL 044","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp10 M PL 056","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp11 M PL 057","Diptera","Syrphidae"
"Cheilosia","Cheilosia omogensis","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp1 M PL 054","Diptera","Syrphidae"
"Cheilosia","Cheilosia pagana","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp17 M PL 056","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp14 M PL 056","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp3 M PL 021","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp9 M PL 057","Diptera","Syrphidae"
"Cheilosia","Cheilosia nigripes","Diptera","Syrphidae"
"Cheilosia","Cheilosia fulvipes","Diptera","Syrphidae"
"Cheilosia","Cheilosia urbana","Diptera","Syrphidae"
"Cheilosia","Cheilosia motodomariensis","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp2 M PL 056","Diptera","Syrphidae"
"Cheilosia","Cheilosia tristis","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp8 M PL 056","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp16 M PL 056","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp8 M PL 057","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp7 M PL 021","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp7 M PL 057","Diptera","Syrphidae"
"Cheilosia","Cheilosia captalis","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp8 M PL 021","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp9 M PL 021","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp2 M PL 053","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp9 M PL 056","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp18 M PL 056","Diptera","Syrphidae"
"Cheilosia","Cheilosia sp2 M PL 021","Diptera","Syrphidae"
"Cheitosia","Cheitosia sp1 M PL 055",NA,NA
"Chelaner","Chelaner antarcticus","Hymenoptera","Formicidae"
"Cheliosia","Cheliosia sp1 M PL 057",NA,NA
"Cheloninae","Cheloninae sp1",NA,NA
"Cheloninae","Cheloninae sp1 M PL 062",NA,NA
"Cheloninae","Cheloninae sp1 M PL 068",NA,NA
"Cheloninae","Cheloninae sp1 M PL 073",NA,NA
"Cheloninae","Cheloninae sp1 M PL 081",NA,NA
"Cheloninae","Cheloninae sp3",NA,NA
"Chelonus","Chelonus sericeus","Hymenoptera","Braconidae"
"Chelonus","Chelonus sp1 M PL 055","Hymenoptera","Braconidae"
"Chelostoma","Chelostoma transversum","Hymenoptera","Megachilidae"
"Chelostoma","Chelostoma hellenicum","Hymenoptera","Megachilidae"
"Chelostoma","Chelostoma campanularum","Hymenoptera","Megachilidae"
"Chelostoma","Chelostoma emarginatum","Hymenoptera","Megachilidae"
"Chelostomoides","Chelostomoides rufimanus",NA,NA
"Chelynia","Chelynia foederalis",NA,NA
"Chenoderus","Chenoderus testaceus","Coleoptera","Cerambycidae"
"Chiagasinus","Chiagasinus vittiger rufomarginatus",NA,NA
"Chilicola","Chilicola sp3 M PL 051","Hymenoptera","Colletidae"
"Chilicola","Chilicola sp2 M PL 051","Hymenoptera","Colletidae"
"Chilicola","Chilicola sp1 M PL 051","Hymenoptera","Colletidae"
"Chilicola","Chilicola sp","Hymenoptera","Colletidae"
"Chilicola","Chilicola sp1 M PL 072","Hymenoptera","Colletidae"
"Chilimelissa","Chilimelissa farellones",NA,NA
"Chilimelissa","Chilimelissa sp",NA,NA
"Chilimelissa","Chilimelissa sp1 M PL 022",NA,NA
"Chilosia","Chilosia capillata",NA,NA
"Chilosia","Chilosia cyanescens",NA,NA
"Chilosia","Chilosia pallipes",NA,NA
"Chilosia","Chilosia petulca",NA,NA
"Chilosia","Chilosia punctulata",NA,NA
"Chilosia","Chilosia tristis",NA,NA
"Chionobis","Chionobis macouni",NA,NA
"Chironomidae","Chironomidae sp1 M PL 022",NA,NA
"Chironomidae","Chironomidae sp1 M PL 060",NA,NA
"Chironomus","Chironomus sp2 M PL 014","Diptera","Chironomidae"
"Chironomus","Chironomus sp1 M PL 014","Diptera","Chironomidae"
"Chironomus","Chironomus sp1 M PL 010","Diptera","Chironomidae"
"Chlamisus","Chlamisus japonicus","Coleoptera","Chrysomelidae"
"Chlamysus","Chlamysus sp1 M PL 034",NA,NA
"Chloerocampa","Chloerocampa tersa",NA,NA
"Chloralictus","Chloralictus foveolatus","Hymenoptera","Halictidae"
"Chloralictus","Chloralictus obscurus","Hymenoptera","Halictidae"
"Chloralictus","Chloralictus albipennis","Hymenoptera","Halictidae"
"Chloralictus","Chloralictus smilacinae","Hymenoptera","Halictidae"
"Chloralictus","Chloralictus illinoensis","Hymenoptera","Halictidae"
"Chloralictus","Chloralictus cressonii","Hymenoptera","Halictidae"
"Chloridolum","Chloridolum leochooanum","Coleoptera","Cerambycidae"
"Chlorion","Chlorion sp1 M PL 072","Hymenoptera","Sphecidae"
"Chlorion","Chlorion caeruleum","Hymenoptera","Sphecidae"
"Chlorobrachycoma","Chlorobrachycoma versicolor","Diptera","Calliphoridae"
